"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","C1","4695","","1558-2221","","10.1109/TAP.2024.3402930","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10552179","","","","","","0","IEEE","7 Jun 2024","","","IEEE","IEEE Journals"
"IEEE Transactions on Antennas and Propagation","",,IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","C2","C2","","1558-2221","","10.1109/TAP.2024.3402932","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10552178","","","","","","0","IEEE","7 Jun 2024","","","IEEE","IEEE Journals"
"Leaky-Wave-Enabled Horn Antenna Exhibiting Customizable Contour and Wideband Radiation Characteristics for Millimeter-Wave Applications","D. Zheng; G. -B. Wu; J. Xu; Z. H. Jiang; W. Hong; C. H. Chan; K. Wu","State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong, SAR, China; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, School of Information Science and Engineering, Southeast University, Nanjing, China; State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong, SAR, China; Department of Electrical Engineering, Poly-Grames Research Center, Polytechnique Montr\'{e}al, Montreal, QC, Canada",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4696","4704","Conventional horns inevitably suffer from the phase error issue and associated design constraint of contour (e.g., the optimum criteria are typically employed) because of the embedded plane-to-cylindrical (or spherical) wavefront conversion process. These design dilemmas can be well addressed by using the leaky-wave-enabled horn (i.e., the leaky horn), which mainly exploits the intrinsic plane-wavefront characteristics of leaky-waveguides’ wedge-shaped regions. While noticing that previously reported leaky horns are subject to a narrowband nature and somewhat limited contour designability, a leaky horn class exhibiting wideband and customizable contour characteristics, which are based on a leaky grounded coplanar waveguide (GCPW), are developed in this communication. After establishing the theoretical relationship between the aperture length, flaring angle, and leakage constant of a general leaky horn and revealing several relevant design considerations, design technicalities and procedures for simultaneously realizing customizable contour and wideband radiation are systematically described for the GCPW leaky horn. For demonstration, a GCPW leaky horn example using the slow wave technique is constructed, simulated, and measured. It is verified that the proposed GCPW leaky horn has several merits like customizable contour, wide bandwidth, suppressed phase error, compact size, etc., which enable it to be a potential candidate for millimeter-wave applications.","1558-2221","","10.1109/TAP.2024.3383220","Startup Research Fund of Southeast University(grant numbers:RF1028623258); Natural Science Foundation of China(grant numbers:62301152,62122019,62188102); Natural Science Foundation of Jiangsu Province(grant numbers:BK20230819); Fundamental Research Funds for the Central Universities(grant numbers:2242022k60008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10492653","Flaring angle;grounded coplanar waveguide (GCPW);horn antenna;leaky horn;leaky-wave structure;leaky-waveguide;optimum horn;phase error;slow wave structure","Apertures;Wideband;Horn antennas;Antennas and propagation;Planar waveguides;Millimeter wave communication;Millimeter wave technology","","2","","29","IEEE","4 Apr 2024","","","IEEE","IEEE Journals"
"Dual-Band SIW Metasurface Filtering Antenna With High Inter-Band Selectivity","M. D. Brown; C. E. Saavedra","Department of Electrical and Computer Engineering, Queen’s University, Kingston, ON, Canada; Department of Electrical and Computer Engineering, Queen’s University, Kingston, ON, Canada",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4705","4718","A highly selective dual-band filtering antenna based on a perturbed substrate integrated waveguide (SIW) cavity and a nonuniform metasurface (MTS) is presented. The structure is compact, only requiring two substrate layers while providing five radiation frequency nulls. The first layer is composed of a filtering cavity which uses the perturbed second- and third-order modes to support the two passbands. The cavity is designed to satisfy the coupling requirements of a filtering doublet, implementing three controllable inter-band transmission zeros (TZs) along with a fourth TZ above the second passband. The second layer uses a nonuniform MTS which acts as an equivalent radiating load. The novel nonuniform MTS is designed to adequately match both passbands providing a high and flat realized gain (RG), improve the higher frequency radiation patterns, retain the intrinsic filtering function, and introduce an additional inter-band radiation frequency null. A prototype is fabricated and measured demonstrating two 10-dB fractional bandwidths (FBWs) of 7.9% and 11.0%, each centered around 19 and 27 GHz, respectively. The passbands demonstrate a flat in-band RG around 7.7 and 9.8 dB, respectively. In addition, both the bands exhibit a very sharp roll-off and an inter-band attenuation greater than 26.5 dB due to the four inter-band frequency nulls at 21, 22, 23.3, and 25.1 GHz along with an additional frequency null located above the second passband at 29.5 GHz.","1558-2221","","10.1109/TAP.2024.3387739","Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN-2022-05204); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10504764","Attenuation;dual-band;filtering antenna;frequency null;frequency selectivity;low profile;metasurface (MTS) antenna;out-of-band;radiation null;roll-off;transmission zero (TZ)","Passband;Filtering;Dual band;Antennas;Substrates;Frequency control;Attenuation","","3","","34","IEEE","17 Apr 2024","","","IEEE","IEEE Journals"
"Novel Folded Reflectarray and Transmitarray Antenna Generating Long Nondiffractive Bessel Beams Carrying OAM With Integrated Feed","L. Han; Y. Zhu; Y. Xu; Y. Liu; W. Xie; B. Xiong","Department of Information Engineering, Engineering University of PAP, Xi’an, China; Department of Information Engineering, Engineering University of PAP, Xi’an, China; National Key Laboratory of Antennas and Microwave Technology, Xidian University, Xi’an, China; National Key Laboratory of Antennas and Microwave Technology, Xidian University, Xi’an, China; Department of Information Engineering, Engineering University of PAP, Xi’an, China; Department of Information Engineering, Engineering University of PAP, Xi’an, China",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4719","4728","A novel folded reflectarray and transmitarray antenna (FRTA), featuring a long distance, no diffraction, high mode purity, and low profile, is proposed to generate high-order Bessel beams carrying orbital angular momentum (OAM). First, two meta-atoms are designed for a full  $2\pi $  phase coverage and amplitude variation from 0 to 1. Second, metasurfaces are constructed to adjust amplitude and phase independently, with a horn antenna integrated with the upper metasurface as a feeding source. Finally, the FRTA is simulated, fabricated, and measured to verify its generation efficiency of high-order Bessel OAM beams. The full-wave measurement results coincide well with the simulation results and theoretical derivation. The generated beam is more parallel and has a longer nondiffractive distance than conventional Bessel beams. In addition, mode  $l=2,3,4$  achieves approximately 80% mode purity, and more than 65% mode purity is achieved within 12–15 GHz, covering the 21.4% OAM bandwidth. Our study holds promise for applications in radar detection, beam forming, and wireless communications.","1558-2221","","10.1109/TAP.2024.3383248","National Natural Science Foundation of China(grant numbers:6177490,62371473); The Youth Innovation Team of Shaanxi Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10492506","Folded antenna;low profile;metasurface;orbital angular momentum (OAM);wireless communication","Metasurfaces;Antennas;Substrates;Antenna feeds;Wireless communication;Reflector antennas;Fabrication","","9","","32","IEEE","4 Apr 2024","","","IEEE","IEEE Journals"
"An Antenna Array Based on Radar Operation With High Detection Capability and Implementability for Three-Dimensional Head Imaging","H. Chen; K. -M. Luk","Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong, SAR, China; Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong, SAR, China",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4729","4743","This article proposes a novel antenna array based on radar operation with high detection capability and implementability for 3-D head microwave imaging (MI). The utilized antenna elements are compact with unidirectional radiation patterns over the utilized low-frequency range of 0.5–1.5 GHz, ensuring the portability and high-energy penetration of the antenna array. An effective array layout is designed according to the investigation results of the impact of array layouts on the detection capability of the antenna array. This enables accurate localization of stroke-affected areas along three dimensions, overcoming the limitations of poor performance along some dimensions in the existing radar-based 3-D head MI. A 3-D imaging system based on the proposed array is constructed and validated in stroke monitoring scenarios. The reconstructed 3-D head images demonstrate the accurate localization from three dimensions for variation of the stroke-affected areas as small as 2 cm3 in a numerical real head model and 5 cm3 in experimental head phantoms, confirming the high detection capability of the antenna array. Moreover, the proposed array has implementability in further clinical trials in terms of portability, 3-D positioning, and no need for numerical model aid in experiments.","1558-2221","","10.1109/TAP.2024.3388214","Research Grants Council of Hong Kong, SAR, China(grant numbers:9042990); University Grants Committee (Areas of Excellence Scheme) of Hong Kong, SAR, China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505141","3-D head microwave imaging (MI);antenna array;array layout;compact element;high detection capability;implementability;stroke diagnosis","Antenna arrays;Antennas;Head;Imaging;Monitoring;Microwave antennas;Antenna radiation patterns","","2","","50","IEEE","18 Apr 2024","","","IEEE","IEEE Journals"
"Visualized Design of Antenna Decoupling Networks Constructed by Cascaded Coupled Lines","Z. Zhou; Z. Cheng; Z. Zhang; Y. Ge; Z. Chen","College of Physics and Information Engineering, Fuzhou University, Fuzhou, Fujian, China; College of Physics and Information Engineering, Fuzhou University, Fuzhou, Fujian, China; College of Physics and Information Engineering, Fuzhou University, Fuzhou, Fujian, China; College of Physics and Information Engineering, Fuzhou University, Fuzhou, Fujian, China; Department of Electrical and Computer Engineering, Dalhousie University, Halifax, NS, Canada",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4744","4753","This article presents a visualized approach to efficiently designing an antenna decoupling network constructed by cascaded coupled transmission lines (CTLs). The cascaded CTL architecture is explored to decouple tightly-packed antenna pairs with extremely small feed point spacing, circumventing the narrow bandwidth and loss issues associated with resonant decoupling structures. To facilitate the fast CTL design, we propose to analytically map the CTLs’ odd-mode (OM) and even-mode (EM) characteristic impedances onto the Smith charts of the antenna’s OM and EM input impedances. By leveraging this approach, the required CTL’s OM and EM parameters for antenna decoupling can be directly determined without relying on intricate optimization or try-and-error process. To demonstrate the effectiveness of our methodology, a printed monopole antenna pair with an element center-to-center spacing of merely  $0.1\lambda _{0}$  (at 3.5 GHz) is prototyped, which exhibits a 15-dB isolation bandwidth of 18% and a total efficiency exceeding 85% over this bandwidth. The proposed decoupling approach substantially simplifies the design of compact high-isolation antenna pairs which would have important applications in multiple-input multiple-output (MIMO) communication systems.","1558-2221","","10.1109/TAP.2024.3387751","Natural Science Foundation of China (NSFC)(grant numbers:62301162,62071125,62071187); Natural Science Foundation of Fujian Province(grant numbers:2023J01058); Start-Up Funding of Fuzhou University(grant numbers:XRC-23007,XRC-24016); Industry-Education Cooperation Project in Fujian Province, China(grant numbers:2022H6018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10507747","Antenna decoupling;coupled transmission line (CTL);multiple-input multiple-output (MIMO) technology;odd and even modes;visualized design","Antennas;Coplanar waveguides;Visualization;MIMO communication;Substrates;Impedance;Couplings","","1","","53","IEEE","23 Apr 2024","","","IEEE","IEEE Journals"
"A Low-Profile Differentially Fed Unidirectional Tri-Band Filtering Antenna Under Penta-Mode Resonance","C. Zhou; X. Lin; H. Li; X. Zhang; Y. Li; H. Wong","School of Information and Communication Engineering, Dalian University of Technology, Dalian, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, China; School of Information and Communication Engineering, Dalian University of Technology, Dalian, China; Key Laboratory of Intelligent Computing and Signal Processing Ministry of Education, Anhui University, Hefei, China; State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong, China",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4754","4763","A differentially fed tri-band microstrip patch antenna under penta-mode resonance with unidirectional radiation patterns is proposed. The proposed antenna consists of three patches, two metal strips, and folded ground walls. Folded ground walls are used to achieve a low profile, improve the impedance matching, and enhance the antenna gains. The first operating frequency is generated by the TM10 mode of the central patch, and the TM02 mode of the outer patches is excited for the second resonant frequency. The first and second bands are 2.4–2.44 GHz (0.04 GHz, 1.8%) and 3.49–3.53 GHz (0.04 GHz, 1.1%), respectively. In the third band, the strip not only is used to feed the three patches but also functions as a radiator. By subtracting six slits from the middle patch, an array of small patches is produced with a high gain of 13.86 dBi. Thus, hybrid modes of big outer patches, a pair of quarter-wavelength monopoles generated by the strip, and a number of small patches are combined for a wide band of 4.86–6.37 GHz (1.51 GHz, 26.9%) with a higher gain than 10 dBi. Four out-of-band radiation nulls are also generated by loading the strips and six slits to have good selectivity, and ultralow cross-polarization within 360° across the triple bands is achieved.","1558-2221","","10.1109/TAP.2024.3391940","Natural Science Foundation of China(grant numbers:U23A20290,62371088); Natural Science Foundation of Liaoning Province(grant numbers:2023JH2/101700365); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10509624","Differential feeding;filter antenna;high gain;tri-band;unidirectional","Antennas;Metals;Antenna radiation patterns;Substrates;Patch antennas;Loading;Filtering","","5","","32","IEEE","26 Apr 2024","","","IEEE","IEEE Journals"
"Design of a Microwave/Millimeter-Wave Shared-Aperture Antenna by Hybridizing Series-Fed Antenna Array and Leaky Wave Antenna","Y. Lin; S. Zheng; Z. Liang","Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China; Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4764","4772","Applications operating in both microwave (MW) and millimeter-wave (MMW) are important for future wireless communication systems. To fulfill the requirements of dual-band applications, a novel shared-aperture antenna is proposed with broadside radiation in both MW and MMW bands. Series-fed planar inverted-L antenna (PILA) elements are symmetrically placed to design an MW-band array with broadside radiation. A novel MMW-band leaky wave antenna is integrated into the PILA array as a transmission line in the MW band. Our analysis reveals that the proposed leaky wave antenna can suppress unwanted radiation from the MW array in the MMW band. Therefore, the MW array and the MMW leaky wave antenna can be integrated into a shared aperture for a compact design. The leaky wave antenna is designed with a nonuniform configuration to mitigate the open stopband (OSB). The fabricated prototype produces broadside radiation in the MW band from 3.46 to 3.72 GHz, with a peak gain of 7.6 dBi. Frequency-scanning beams are generated near broadside in the MMW band. Within the operating band from 30 to 40 GHz, the main beam scans from −21° to 14° with a realized gain varying between 12.5 and 15.7 dBi.","1558-2221","","10.1109/TAP.2024.3391904","National Natural Science Foundation of China(grant numbers:61671485); Fundamental and Applied Basic Research Project of Guangzhou(grant numbers:2023A04J1036); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10509637","Dual-band antenna;frequency scanning;planar inverted-L antenna (PILA)","Antennas;Antenna arrays;Leaky wave antennas;Antenna radiation patterns;Dual band;Microwave antenna arrays;Microstrip antenna arrays","","4","","23","IEEE","26 Apr 2024","","","IEEE","IEEE Journals"
"425 Ghz Highly Compact On-Chip Sequential-Phased CP Antenna With 19% Overlapped Impedance-AR Bandwidth","S. Kong; K. Man Shum; C. H. Chan","Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Kowloon, Hong Kong; State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Kowloon, Hong Kong; Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Kowloon, Hong Kong",IEEE Transactions on Antennas and Propagation,"7 Jun 2024","2024","72","6","4773","4784","This article presents a 425 Ghz highly compact on-chip sequential-phased circularly polarized (CP) antenna with 19% overlapped impedance-axial-ratio (-AR) bandwidth. Unlike traditional sequential-phase feed relying on the physical length of the delay line to achieve phase progression, this antenna incorporates a compact reactance-loaded sequential-phase feed, which strategically utilizes the equivalent capacitor and inductor to shift the phase. This method eliminates the reliance on the long delay line and realizes stable phase differences over a wide bandwidth. Furthermore, a miniaturized radiating element is presented. By adeptly utilizing the equivalent electric and magnetic walls, this element is tuned to resonate in the unique half TM01 and quarter TE201 modes. The employment of these two incomplete modes expands the antenna impedance bandwidth and reduces the antenna size compared to complete modes. For validation, the presented antenna is fabricated using 65 nm CMOS technology and tested by dedicated terahertz (THz) measurement setups. Measurements show an overlapped impedance-AR bandwidth of 19% and a peak gain of 1.2 dBic. To the best of the author’s knowledge, this is the widest fully integrated THz on-chip CP antenna reported in the literature. The presented antenna offers distinct advantages, including highly compact size, extremely low profile, and wide overlapped impedance and AR bandwidth, making it an appealing candidate in fully integrated THz sensing, imaging, and communication applications.","1558-2221","","10.1109/TAP.2024.3391514","Hong Kong Research Grants Council General Research Fund(grant numbers:11212121); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10508736","Antenna-on-chip (AoC);circularly polarized (CP) antenna;CMOS;low profile;sequential-phase;terahertz (THz);wideband antenna","Bandwidth;Antennas;System-on-chip;Impedance;Broadband antennas;Antenna feeds;Patch antennas","","5","","24","IEEE","25 Apr 2024","","","IEEE","IEEE Journals"
