"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","C1","7182","Presents the table of contents for this issue of the publication.","1558-2221","","10.1109/TAP.2019.2949187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915918","","","","","","","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"IEEE Transactions on Antennas and Propagation","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","C2","C2","Provides a listing of current staff, committee members and society officers.","1558-2221","","10.1109/TAP.2019.2949188","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915917","","","","1","","","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 IEEE Electromagnetics Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7183","7183","The IEEE Electromagnetics Award was established by the IEEE Board of Directors in 1996. It is sponsored by the IEEE Antennas and Propagation Society, IEEE Electromagnetic Compatibility Society, IEEE Microwave Theory and Techniques Society, and IEEE Geoscience and Remote Sensing Society.","1558-2221","","10.1109/TAP.2019.2952508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915956","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 Distinguished Achievement Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7184","7184","The Distinguished Achievement Award was established in 1985 to recognize outstanding technical achievement and meritorious service to the IEEE Antennas and Propagation Society.","1558-2221","","10.1109/TAP.2019.2952509","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915960","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 Chen-To Tai Distinguished Educator Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7185","7185","The Chen-To Tai Distinguished Educator Award was established in 2000 by the IEEE Antennas and Propagation Society to recognize outstanding career achievements by a distinguished educator in the field of antennas and propagation.","1558-2221","","10.1109/TAP.2019.2952510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915955","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 John Kraus Antenna Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7186","7186","The John Kraus Antenna Award honors an individual or team that has made a significant advance in antenna technology.","1558-2221","","10.1109/TAP.2019.2952511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915965","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 Lot Shafai Mid-Career Distinguished Achievement Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7187","7187","The Lot Shafai Mid-Career Distinguished Achievement Award was established in 2013 to recognize the past technical accomplishments and future potential of an outstanding woman of mid-career status in the field of antennas and propagation.","1558-2221","","10.1109/TAP.2019.2952512","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915952","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 Harrington-Mittra Award in Computational Electromagnetics","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7188","7188","The Harrington-Mittra Award in Computational Electromagnetics was established in 2013 to recognize the past technical accomplishments and future potential of an outstanding contributor to the area of Computational Electromagnetics.","1558-2221","","10.1109/TAP.2019.2952513","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915951","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"Donald G. Dudley, Jr., Undergraduate Teaching Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7189","7189","The Donald G. Dudley, Jr., Undergraduate Teaching Award was established in 2009 to recognize outstanding and original contributions to undergraduate education by an individual at that early stage of his/her career as an educator in the general field of electromagnetics including theory, analytical solutions, numerical methods, antennas, propagation, phenomena visualization, and measurements.","1558-2221","","10.1109/TAP.2019.2952514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915962","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"Sergei A. Schelkunoff Transactions Prize Paper Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7190","7191","The Sergei A. Schelkunoff Transactions Prize Paper Award is presented to the authors of the best paper published in the IEEE Transactions on Antennas and Propagation during the previous year.","1558-2221","","10.1109/TAP.2019.2952535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915961","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"Harold A. Wheeler Applications Prize Paper Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7192","7192","The Harold A. Wheeler Applications Prize Paper Award is presented to the authors of the best applications paper published in the IEEE Transactions on Antennas and Propagation during the previous year.","1558-2221","","10.1109/TAP.2019.2952536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915966","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"R. W. P. King Paper Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7193","7193","The R. W. P. King Award is presented to an author under 36 years of age for the best paper published in the IEEE Transactions on Antennas and Propagation during the previous year.","1558-2221","","10.1109/TAP.2019.2952519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915963","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"Piergiorgio L. E. Uslenghi Letters Prize Paper Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7194","7194","The Piergiorgio L. E. Uslenghi Letters Prize Paper Award was established in 2009 to recognize the best contribution published in the IEEE Antennas and Wireless Propagation Letters during the previous year.","1558-2221","","10.1109/TAP.2019.2952520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915954","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"Edward E. Altschuler AP-S Magazine Prize Paper Award","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7195","7195","The IEEE Antennas and Propagation Edward E. Altschuler AP-S Magazine Prize Paper Award was established in 2010 to recognize the best contribution published in the IEEE Antennas and Propagation Magazine during the previous year.","1558-2221","","10.1109/TAP.2019.2952521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915958","","Awards","","","","0","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
"2019 IEEE Fellow Awards From the Antennas and Propagation Society","",,IEEE Transactions on Antennas and Propagation,"27 Nov 2019","2019","67","12","7196","7196","Presents a listing of APSS members who were elevated to the stauts of IEEE Fellow.","1558-2221","","10.1109/TAP.2019.2952522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8915909","","Awards","","","","","IEEE","27 Nov 2019","","","IEEE","IEEE Journals"
