"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of Contents","",,IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","C1","4","Presents the table of contents for this issue of the publication.","1558-2221","","10.1109/TAP.2022.3230293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021143","","","","","","0","IEEE","18 Jan 2023","","","IEEE","IEEE Journals"
"IEEE Transactions on Antennas and Propagation","",,IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication. ","1558-2221","","10.1109/TAP.2022.3230295","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021140","","","","","","0","IEEE","18 Jan 2023","","","IEEE","IEEE Journals"
"Editorial Reflections From the New Editor-in-Chief","K. S. Nikita","School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","5","6","Season’s Greetings! It is with true delight and great privilege that I am writing this editorial to present the January 2023 issue of the IEEE Transactions on Antennas and Propagation (TAP). Since I took over as the Editor-in-Chief in October 2022, I have worked together with the Editorial Board and the IEEE staff to ensure a smooth transition. I am particularly thankful to my predecessor, Prof. Danilo Erricolo, for all the advice and support he has offered me over the past few months.","1558-2221","","10.1109/TAP.2023.3236122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10021213","","","","2","","1","IEEE","18 Jan 2023","","","IEEE","IEEE Journals"
"Development of a Ka-Band Non-Regular Multibeam Coverage Antenna","E. Calà; M. Baldelli; A. Catalani; E. Menargues; G. Toso; P. Angeletti","Airbus Italia S.p.A., Rome, Italy; Airbus Italia S.p.A., Rome, Italy; Airbus Italia S.p.A., Rome, Italy; Swissto12, Renens, Switzerland; RF Payloads and Technology Division, European Space Agency, Noordwijk, The Netherlands; RF Payloads and Technology Division, European Space Agency, Noordwijk, The Netherlands",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","7","17","This article describes the development of a novel Ka-band array fed reflector antenna based on a passive multifeed-per-beam (MFPB) beamforming network (BFN) to realize multiple shaped beams for broadband satellite communications applications. The feeding array is organized in non-regular overlapped sub-arrays (OSAs) in order to generate contiguous shaped beams in two polarizations with a single reflector. The main novelty is the generation of the non-regular multibeam coverage with differently shaped beams which equalizes the traffic demand per beam as generated by a non-uniform distribution of users over the satellite coverage. The entire feeding array is organized in two interleaved and partially overlapped groups of sub-arrays, one per polarization, to better satisfy the beam overlap requirements and isolation between co-polarized beams. A complex BFN has been developed as a monolithic component through a 3-D additive manufacturing (AM) technique. The test campaign demonstrated the suitability of the design approach and the accuracy of the selected manufacturing technique for the Ka-band frequencies, with a good correlation between measured and simulated results.","1558-2221","","10.1109/TAP.2022.3217890","European Space Agency (ESA) under the ARTES AT project “Array Fed Reflector Antenna for Non-Regular Beam Size Coverage,” ESTEC(grant numbers:4000117149/16/NL/NR); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9941168","Additive manufacturing (AM);array fed reflector antenna;multibeam antennas;satellite communications systems;shaped beams","Antenna arrays;Reflector antennas;Satellite antennas;Array signal processing;Satellites;Payloads;Satellite communication","","14","","33","IEEE","8 Nov 2022","","","IEEE","IEEE Journals"
"220 GHz High-Gain Substrate Integrated Antennas With Low Fabrication Cost Based on Higher Order Mode and PCB Technology","P. Wu; K. Liu; Z. Yu","Chinese Academy of Sciences (CAS), Aerospace Information Research Institute, Beijing, China; GBA Branch of Aerospace Information Research Institute, CAS, Guangzhou, China; Chinese Academy of Sciences (CAS), Aerospace Information Research Institute, Beijing, China",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","18","28","In millimeter-wave (MMW) and terahertz (THz) bands, the operation frequency is high and there are challenges in fabrication and microassembly processes, bringing high-accuracy requirements and high manufacturing cost. In this article, high-gain substrate integrated antennas with low fabrication cost are presented for MMW/THz applications. The basic antenna consists of two parallel TE201 resonant cavities and is directly fed by a grounded coplanar waveguide (GCPW). Radiation slot apertures are modified to increase aperture radiation efficiency and improve radiation patterns and gain. The antenna scheme is analyzed and a 220 GHz  $2\times2$  slot array antenna is developed as an example. To further improve the antenna gain with low fabrication cost and low feeding network loss, the basic antenna is explored to feed a modified dielectric plate lens. The high-gain scheme and design flowchart are provided. Both basic and improved structures are fabricated by normal single-layer printed circuit board (PCB) technology and high antenna gains are achieved. The measured peak gain of the basic antenna and the antenna with dielectric plate lens are 13.5 and 20.2 dBi, respectively. The measured return losses are better than 10 dB from 192 to 247 GHz. The antennas have advantages of simple antenna feeding structure, low fabrication cost, wide bandwidth, and high gain.","1558-2221","","10.1109/TAP.2022.3209670","Foundations of Chinese Academy of Sciences(grant numbers:E0Z121010F,E1Z2D10400,E1Z2D10500); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9908470","Antenna array;feeding network;high gain;higher order mode","Antenna arrays;Gain;Slot antennas;Antennas;Antenna radiation patterns;Substrates;Lenses","","12","","22","IEEE","3 Oct 2022","","","IEEE","IEEE Journals"
"Circularly Polarized Broadside Beam Radiated From a Large, Low-Profile Metaloop Antenna","H. Nakano; T. Abe; J. Yamauchi","Department of Science and Engineering, Hosei University, Tokyo, Japan; Department of Science and Engineering, Hosei University, Tokyo, Japan; Department of Science and Engineering, Hosei University, Tokyo, Japan",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","29","38","The area within a loop antenna can be used for inserting additional components (such as mounting hardware) if this does not cause the antenna characteristics to degrade. This article discusses a circularly polarized (CP) metaloop antenna that has a loop circumference of  ${C} _{\mathrm {LOOP}}= 1 \lambda _{\text {g}}= n\lambda _{0}$  with  $n>1$ , thereby creating a large area within the loop, where  $\lambda _{\text {g}}$  ( $= 2~\pi /\beta $ ) and  $\lambda _{0}$  ( $= 2~\pi /k_{0}$ ) are the guide wavelength of the current on the loop and the free-space wavelength, respectively. Values for the propagation phase constant within the range of  $-1 < \beta /k_{0} < 0$  are used in this article. It is found that metaloop antennas for  $n = 3$ , 4, and 5 generate a CP broadside beam (axial beam) with gain bandwidths (GBWs) of approximately 6%, 5%, and 4%, respectively. The VSWR across the GBWs is less than two and the axial ratio is less than 3 dB. The radiation efficiencies for  $n=3$ , 4, and 5 are approximately 48%, 69%, and 83%, respectively. When a conducting disk (as a generalization for the presence of additional components) is inserted into these metaloop antennas, the antenna characteristics are not degraded until the disk and the metaloop are in close proximity (proximity coupling occurs).","1558-2221","","10.1109/TAP.2022.3210263","Japan Society for the Promotion of Science (JSPS) KAKENHI(grant numbers:JP21K04068); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9911204","Circularly polarized (CP) broadside beam;large loop antenna (LLA);metaatom","Antennas;Directive antennas;Helical antennas;Antenna accessories;Loaded antennas;Spirals;Transmission line antennas","","5","","27","IEEE","4 Oct 2022","","","IEEE","IEEE Journals"
"Metasurface Antennas Design: Full-Wave Feeder Modeling and Far-Field Optimization","J. Cavillot; M. Bodehou; C. Craeye","École Polytechnique de Louvain, Université Catholique de Louvain, Ottignies-Louvain-la-Neuve, ICTEAM, Belgium; École Polytechnique de Louvain, Université Catholique de Louvain, Ottignies-Louvain-la-Neuve, ICTEAM, Belgium; École Polytechnique de Louvain, Université Catholique de Louvain, Ottignies-Louvain-la-Neuve, ICTEAM, Belgium",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","39","49","This article addresses the optimization of the radiation pattern of surface-wave (SW)-based metasurface (MTS) antennas. Those antennas are considered a promising alternative to parabolic reflectors and phased arrays due to their extremely low profile and their ability to provide high gain, shaped beams and multibeams. However, pattern synthesis with MTS antennas is very challenging because of the single active control point and the need to control surface and leaky waves through the MTS. An accurate optimization of the radiation pattern, along with the sidelobe level requires full-wave modeling of the feeding structure, including its coupling with the MTS. MTS synthesis methods existing in the literature usually approximate the feeder model, and neglect its coupling with the MTS. Such approximation may lead to more than 1 dB error in the predicted antenna directivity. This article presents a technique for optimization of the far-field pattern, built on a Method of Moments (MoM) analysis tool in which the MTS coupling with the feeder, a coax probe, is fully considered. The MTS is modeled as an arbitrarily shaped, spatially modulated electric sheet impedance in a layered medium. At each optimization iteration, the complexity of the underlying analysis is  $\mathcal {O}(\text {N}\log \text {N})$  owing to the use of a fast Fourier transforms (FFT)-based acceleration. The effectiveness of the method is demonstrated through the optimization of MTSs radiating a pencil beam and a conical beam with orbital angular momentum (OAM).","1558-2221","","10.1109/TAP.2022.3211735","Fonds pour la Formation à la Recherche dans l’Industrie et dans l’Agriculture (FRIA); Chargé de Recherches Program from the Belgium Fonds National de la Recherche Scientifique (FNRS); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915033","Broken rooftop;fast Fourier transforms (FFT);impedance boundary condition (IBC);magnetic frill;metasurfaces (MTSs);method of moments (MoM)","Probes;Impedance;Optimization;Antenna feeds;Surface impedance;Method of moments;Conductors","","17","","45","IEEE","10 Oct 2022","","","IEEE","IEEE Journals"
"A High Aperture Efficiency Endfire Antenna Based on Spoof Surface Plasmon Polaritons","Q. Fu; H. Ni; G. Q. Luo; L. Zhu; L. Liu","National and Local Joint Engineering Laboratory of RF Integration and Micro-Assembly Technology and the Institute of Flexible Electronics (Future Technology), College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, P. R. China; National and Local Joint Engineering Laboratory of RF Integration and Micro-Assembly Technology and the Institute of Flexible Electronics (Future Technology), College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, P. R. China; Key Laboratory of RF Circuits and System of Ministry of Education, School of Electronics and Information, Hangzhou Dianzi University, Xiasha High Education Zone, Hangzhou, China; Department of Electrical and Computer Engineering, University of Macau, Macau SAR, China; National and Local Joint Engineering Laboratory of RF Integration and Micro-Assembly Technology and the Institute of Flexible Electronics (Future Technology), College of Electronic and Optical Engineering, Nanjing University of Posts and Telecommunications, Nanjing, P. R. China",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","50","57","A high aperture efficiency endfire antenna based on odd mode spoof surface plasmon polaritons (SSPPs) is proposed in this article. First, a pair of symmetrical SSPPs transmission lines (TLs) is applied to an endfire antenna. To realize an endfire antenna, the SSPPs TLs are supported by a balun with a 180° phase shifter, and this makes each pair of SSPPs units works as a dipole. Next, we study the dispersive curve of this dipole-shaped SSPPs unit and get its relationship between phase constant and frequency. Then, the Hansen–Woodyard condition is used to get a maximum gain at endfire direction. Moreover, in order to excite a radiation into the free space, we compose a tapered structure with this pair of SSPPs TLs. As a result, an endfire antenna with zero tilted angle operates in the frequency range of 9–11 GHz and achieves an average gain of 11.51 dBi. In addition, this SSPPs antenna realizes a high aperture efficiency up to 13.26 dBi $/\lambda _{0}^{2}$ . The simulated and measured results are in good agreements over the operating band. The proposed SSPPs endfire antenna holds a low profile, small aperture, and it is promising for application in satellite and radar communication systems.","1558-2221","","10.1109/TAP.2022.3213417","National Natural Science Foundation of China(grant numbers:62001250,62125105); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9920677","Balun;high aperture efficiency;planar endfire antenna;spoof surface plasmon polaritons (SSPPs);zero-tilted angle","Antennas;Transmission line antennas;Current distribution;Baluns;Loaded antennas;Horn antennas;Helical antennas","","32","","44","IEEE","17 Oct 2022","","","IEEE","IEEE Journals"
"Wideband High-Gain Omnidirectional Biconical Antenna for Millimeter-Wave Applications","Z. -Y. Zhang; K. W. Leung; K. Lu","State Key Laboratory of Terahertz and Millimeter Waves and Department of Electrical Engineering, City University of Hong Kong, Hong Kong, SAR China; State Key Laboratory of Terahertz and Millimeter Waves and Department of Electrical Engineering, City University of Hong Kong, Hong Kong, SAR China; School of Electronics and Information Technology and the Guangdong Provincial Key Laboratory of Optoelectronic Information Processing Chips and Systems, Sun Yat-sen University, Guangzhou, China",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","58","66","A novel omnidirectional biconical antenna for millimeter-wave (mm-wave) wireless communications is investigated. It is loaded by an annular metal lens that consists of rotationally symmetric annular metal plates (MPs). A nearly uniform  $E$ -field distribution can be obtained at the radiating aperture across a wide frequency range, giving a wideband high-gain omnidirectional antenna. The operating principle and design flowchart of the lens are given. To validate the idea, a Ka-band vertically polarized prototype was fabricated. Both its measured −10 dB impedance and 3 dB gain bandwidths are 43.9% (25.6–40.0 GHz), with the maximum measured gain given by 9.2 dBi. As compared with the conventional biconical antenna, our antenna can obtain a higher gain by ~4 dB across the entire impedance passband.","1558-2221","","10.1109/TAP.2022.3216104","General Research Fund (GRF) Grant from the Research Grants Council, Hong Kong, SAR, China(grant numbers:CityU 11218020); Shenzhen-Hong Kong-Macau Science and Technology Project (Category C)(grant numbers:SGDX20210823104002018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9932272","High gain;metal lens;omnidirectional antenna;phase correction;wideband","Metals;Lenses;Antennas;Antenna arrays;Gain;Broadband antennas;Omnidirectional antennas","","19","","31","IEEE","28 Oct 2022","","","IEEE","IEEE Journals"
"Optically Transparent Metasurface Radome for RCS Reduction and Gain Enhancement of Multifunctional Antennas","T. D. Ha; L. Zhu; N. Alsaab; P. -Y. Chen; J. L. Guo","Department of Electrical and Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA; Department of Electrical and Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA; Department of Electrical and Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA; Department of Electrical and Computer Engineering, University of Illinois at Chicago, Chicago, IL, USA; Department of Electrical Engineering, University of Michigan, Ann Arbor, MI, USA",IEEE Transactions on Antennas and Propagation,"18 Jan 2023","2023","71","1","67","77","In this article, we theoretically propose and experimentally demonstrate a compact, optically transparent metasurface radome with asymmetric electromagnetic absorption for making low-radar cross section (RCS) and gain-enhanced multifunctional antennas. The proposed unseeable metasurface has a bilayer structure consisting of periodically patterned and unpatterned transparent conductive films separated by a thin acrylic layer. Such a bilayer metasurface is highly reflective when illuminated by microwave from one side, while exhibit a high absorption when illuminated from the other side. Moreover, when the optically transparent, weather-proofing bilayer metasurface acts as a radome, it can greatly enhance the gain and reduce RCS of the solar panel-integrated microstrip antenna without affecting the performance of optical devices (e.g., photovoltaic panels, flat panel displays, or light emitting devices). We provide the analytical formulation and design guidelines for the bilayer metasurface and the integrated cavity antenna. Our experimental results show that the realized gain of the microstrip antenna can be increased by 6.1 dBi and its RCS can be reduced by more than 20 dB around the operating frequency of 8.1 GHz. The proposed low-profile, flexible, hydrophobic, and optically transparent bilayer metasurface may be beneficial for many applications, including the next-generation radomes, self-powered 5G/6G base stations, satellite communication (CubSat), and other compact, multifunctional RF and microwave modulus integrated with optical sensors, lidar, displays, and solar panels.","1558-2221","","10.1109/TAP.2022.3215247","NSF Electrical, Communications and Cyber Systems-Communications, Circuits, and Sensing Systems (ECCS-CCSS)(grant numbers:1914420); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9928064","Fabry-Perrot cavity (FPC) antennas;metasurfaces;radar cross section (RCS) reduction;radomes;transparent antennas","Metasurfaces;Microstrip antennas;Radomes;Optical reflection;Optical films;Directive antennas;Antenna radiation patterns","","30","","85","IEEE","25 Oct 2022","","","IEEE","IEEE Journals"
