Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Table of contents,,,IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,C1,3818,Presents the table of contents for this issue of the publication.,1558-2221,,10.1109/TAP.2017.2732419,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000710,,,,1,,,IEEE,3 Aug 2017,,,IEEE,IEEE Journals
IEEE Transactions on Antennas and Propagation,,,IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,C2,C2,"Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.",1558-2221,,10.1109/TAP.2017.2732421,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8000703,,,,1,,,IEEE,3 Aug 2017,,,IEEE,IEEE Journals
Frequency-Agile Beam-Switchable Antenna,C. Gu; S. Gao; B. Sanz-Izquierdo; E. A. Parker; W. Li; X. Yang; Z. Cheng,"School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K.; School of Communication Engineering, Shanghai University, Shanghai, China; School of Electronic Engineering, Hangzhou Dianzi University, Hangzhou, China",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3819,3826,"A novel antenna with both frequency and pattern reconfigurability is presented. The reconfigurability is achieved by integrating an active frequency selective surface (AFSS) with feed antenna. The smart FSS comprises a printed slot array loaded by varactors. A novel dc biasing arrangement is proposed to feed the slots vertically so that the unwanted effects caused by bias lines are minimized. A monopole antenna is designed to illuminate the AFSS. The resulting structure can operate in a frequency tuning range of 30%. By reconfiguring the different sections of active FSS cylinder into a transparent or reflector mode, the omnidirectional pattern of the source antenna can be converted to a directive beam. As an illustration, half of the AFSS cylinder is successively biased, enabling the beam switching to cover the entire horizontal plane over a range of frequencies. An antenna prototype was fabricated and measured. Experimental results demonstrate the capability of providing useful gain levels and good impedance matching from 1.7 to 2.3 GHz. The antenna offers a low-cost, low-power solution for wireless systems that require frequency and beam reconfigurable antennas. The proposed design consumes about 1000 times less dc power than the equivalent narrowband beam-switching antenna design using p-i-n diode-loaded AFSS.",1558-2221,,10.1109/TAP.2017.2713978,"EPSRC(grant numbers:EP/N032497/1); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7951031,Beam steering;frequency and beam reconfigurable;frequency selective surface (FSS);frequency tunable;reconfigurable antennas,Frequency selective surfaces;Tuning;Varactors;Reflector antennas;Switches;Capacitance,,40,,30,CCBY,16 Jun 2017,,,IEEE,IEEE Journals
Investigations of a Load-Bearing Composite Electrically Small Egyptian Axe Dipole Antenna,T. C. Baum; R. W. Ziolkowski; K. Ghorbani; K. J. Nicholson,"School of Electrical and Computer Engineering, Royal Melbourne Institute of Technology, Melbourne, VIC, Australia; Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ, USA; School of Electrical and Computer Engineering, Royal Melbourne Institute of Technology, Melbourne, VIC, Australia; Defense Science and Technology Group at Fisherman’s Bend, Melbourne, VIC, Australia",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3827,3837,"An electrically small, metamaterial-inspired Egyptian axe dipole (EAD) antenna has been investigated for use in structural composite materials. The EAD antenna consists of a differentially fed dipole element integrated with a near-field resonant parasitic EAD element. These elements have been adapted to these materials resulting in a system that is impedance matched and radiates efficiently at 307 MHz. Three cases have been identified and investigated to ascertain the performance of the manufacturing techniques and material properties used to build these electrically small antennas, as well as their performance characteristics. Uniquely, an embroidered conductive thread and a new carbon fiber based, nonwoven mat have been investigated for use as the conducting elements. Both cases are compared with a copper variant of the EAD antenna. All three prototypes were tested. Measurements confirm that both the nonwoven mat and the embroidered versions of the EAD antennas perform similarly with maximum realized gains ranging from 1.72 to 1.90 dBi.",1558-2221,,10.1109/TAP.2017.2708122,"Australian Department of Defense, Defense Science and Technology Group SRI-SME; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7934032,Composite structures;electrically small antennas (ESAs);embroidered textiles;metamaterial-inspired antennas;pregtronics,Dipole antennas;Loaded antennas;Substrates;Copper;Antenna feeds,,23,,26,IEEE,25 May 2017,,,IEEE,IEEE Journals
Dual Null Steering and Limited Beam Peak Steering Using Triple-Mode Circular Microstrip Patch Antenna,B. Babakhani; S. K. Sharma,"Antenna and Microwave Laboratory, San Diego State University, San Diego, CA, USA; Antenna and Microwave Laboratory, San Diego State University, San Diego, CA, USA",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3838,3848,"A compact triple-mode circular microstrip patch antenna capable of creating two nulls in the upper hemisphere and steering them independently is presented. The antenna consists of a central circular patch supporting TM11 mode, a TM21 mode shorted annular ring around it and another shorted annular ring supporting TM31 mode encompassing the other two radiators. Each mode is fed using two feed points to create right-handed circular polarization. Analytical and simulation studies show that by controlling the individual mode amplitude and phase ratios, radiation pattern can be reconfigured. Especially, two nulls can be generated in upper hemisphere and can be steered independently based on the ratio of applied excitation to each mode. This is a highly desirable feature for satellite receives antenna system with antijamming capability. To calculate the required modes excitation ratios, a MATLAB optimization code using a hybrid method of particle swarm optimization and pattern search was used. To apply the calculated excitation, an analog beamforming network consisting of digital variable gain attenuators, digital phase shifters, and low-noise amplifiers was used. This antenna was fabricated and tested for radiation patterns showing full hemispherical null steering along with limited beam peak steering.",1558-2221,,10.1109/TAP.2017.2710198,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7936590,Analog beamforming;microstrip patch;multimode antenna;null-steering antenna;pattern reconfiguration,Antenna radiation patterns;Microstrip antennas;Microstrip;Antenna feeds;Patch antennas,,38,,24,IEEE,31 May 2017,,,IEEE,IEEE Journals
Waveguide-Based Differentially Fed Dual-Polarized Magnetoelectric Dipole Antennas,Z. L. Ma; C. H. Chan,"State Key Laboratory of Millimeter Waves, Partner Laboratory at the City University of Hong Kong, Hong Kong; Department of Electronic Engineering, City University of Hong Kong, Hong Kong",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3849,3857,"This paper proposes a concept of waveguide-based dual-polarized magnetoelectric (ME) dipole antenna. Based on this concept, two antenna designs with rectangular and triangular-shaped E-dipoles are studied and presented. The former is differentially fed by four probes and the latter by a turnstile junction orthomode transducer feed. Using 3-D printing technique, the corresponding prototypes are fabricated for demonstration. Experimental results show that the rectangular-shaped E-dipole design has a wide impedance bandwidth of 55.1% from 7.5 to 13.2 GHz and a stable gain of 6 ± 1.5 dBi. On the other hand, the triangular-shaped E-dipole design can achieve 62.8% impedance bandwidth from 7 to 13.4 GHz and 5.15 ± 0.95 dBi gain over the operating frequencies. Furthermore, it is found that both antennas have low cross polarization and backlobe radiation, both characteristics of ME dipoles. Due to the waveguide configuration, the proposed antennas have good mechanical and electrical performances. They can be easily implemented and applied for various high power capacity applications. With these advantages, the proposed antennas are good candidates for the satellite and other wireless communication systems.",1558-2221,,10.1109/TAP.2017.2710220,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7936612,3-D printing;differential feed;dual-polarized antenna;magnetoelectric (ME) dipole;unidirectional pattern;wideband antenna,Dipole antennas;Probes;Dielectrics;Connectors;Feeds;Bandwidth,,23,,24,IEEE,31 May 2017,,,IEEE,IEEE Journals
On-Chip Dual-Band Rectangular Slot Antenna for Single-Chip Millimeter-Wave Identification Tag in Standard CMOS Technology,P. Burasa; T. Djerafi; N. G. Constantin; K. Wu,"Poly-Grames Research Center, École Polytechnique de Montréal, Montreal, QC, Canada; Institut National de la Recherche Scientifique, Énergie Matériaux et Télécommunications, Montreal, QC, Canada; École de Technologie Supérieure, Montreal, QC, Canada; Poly-Grames Research Center, École Polytechnique de Montréal, Montreal, QC, Canada",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3858,3868,"In this paper, an on-chip dual-band rectangular slot antenna is proposed and demonstrated for a new generation of high data rate, battery free, yet active millimeter-wave identification (MMID) system, which is fully integrated on a single-CMOS die. It, therefore, does not require any external components (padless) nor the traditional packaging. The singleantenna solution proposed in this paper addresses the overall system compactness, the cost, and the underlying technical challenges related to multifrequency reader-tag MMID system, such as the alignment between the reader's and tag's antennas (accurate line-of-sight, especially in a short-range communication system). The targeted 24/40-GHz compact antenna is a hybrid structure of a dielectric resonator antenna (DRA) and a coplanar waveguide-fed rectangular slot antenna in order to facilitate interconnections with other integrated circuit blocks. Design analyses of the antenna are presented. Dual dielectric resonator is optimized to enhance the antenna radiation efficiency as well as the gain over the two bands. Using a 65-nm-bulk CMOS process, a chip was fabricated and tested. The prototyped antenna exhibits a measured gain of -1 dBi at 24 GHz with a bandwidth of 19%, 0 dBi at 40 GHz with a bandwidth of 20%, and a radiation efficiency of 41% and 31%, at 24 and 40 GHz, respectively. The antenna occupies a compact size of 2.5 × 2.5 × 2.5 mm3 with DRA.",1558-2221,,10.1109/TAP.2017.2710215,"National Science and Engineering Research Council of Canada; Fonds de Recherches du Québec-Nature et Technologies; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7936617,Antenna-in-package (AiP);antenna-on-chip (AoC);CMOS;dielectric resonator (DR);dual-band antenna;millimeter-wave (mmW) identification (MMID);mmW RFID;packaging;single chip;slot antenna;system-in-package (SiP),Slot antennas;Dielectric resonator antennas;Dual band;Transmitting antennas;Coplanar waveguides;Rectifiers,,46,,41,IEEE,31 May 2017,,,IEEE,IEEE Journals
Monopole Antenna Radiation Pattern Control via 3-D-Printed Dielectrics,J. Wu; A. H. Abdelrahman; M. Liang; X. Yu; H. Xin,"Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ, USA; Department of Electrical, Computer, and Energy Engineering, University of Colorado Boulder, Boulder, CO, USA; Department of Electrical and Computer Engineering, University of Arizona, Tucson, AZ, USA; Qualcomm Inc., San Diego, CA, USA; Department of Electrical and Computer Engineering and Department of Physics, University of Arizona, Tucson, AZ, USA",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3869,3876,"3-D printing technology has attracted growing interest of many researchers in the area of antenna design as a new prototyping and manufacturing technology. It is capable of forming arbitrary 3-D structures with lower cost and shorter prototyping time. This paper aims to present a novel methodology to control antenna radiation pattern based on 3-D printing of specially designed dielectric material, which realizes spatially dependent dielectric constants around the antenna. As a proof-of-concept, we propose a design of a quarter-wavelength monopole antenna surrounded by a 3-D-printed polymer structure with an optimized dielectric property distribution. Unlike the conventional donut-shaped pattern of a quarter-wavelength monopole antenna, one-beam and multiple-beam patterns are obtained using a genetic-algorithm-based optimization. Different dielectric constant spatial distributions are realized by changing the ratio of the dielectric to air at the unit cell level in the entire antenna volume. A two-beam monopole prototype is designed, fabricated, and tested. The measurement results demonstrate agreement with the simulation results. The proposed design method enables another degree of freedom for antenna design, which can be extended to other types of antennas.",1558-2221,,10.1109/TAP.2017.2712808,"National Science Foundation(grant numbers:1408271); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7941996,3-D printing;additive manufacturing (AM);antenna;antenna radiation patterns;electromagnetic propagation,Antenna radiation patterns;Optimization;Dielectric constant;Gain;Polymers;Three-dimensional printing,,11,,18,IEEE,7 Jun 2017,,,IEEE,IEEE Journals
A Wideband Circularly Polarized Omnidirectional Antenna Based on Excitation of Two Orthogonal Circular TE21 Modes,B. Yektakhah; K. Sarabandi,"Radiation Laboratory, University of Michigan, Ann Arbor, MI, USA; Radiation Laboratory, University of Michigan, Ann Arbor, MI, USA",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3877,3888,"A novel wideband circularly polarized (CP) omnidirectional antenna operating at L-band is presented. The antenna operates based on excitation of a field distribution similar to circular waveguide TE21 mode over a wide bandwidth. It is shown that the circular TE21 mode generates a linearly polarized far-field electric field over the horizontal plane with its polarization tilt angle varying as a function of azimuth angle. It is also shown that the tilt angle varies by 90° for an azimuthal angle increase of 45°. To obtain circular polarization, two circular TE21 modes are excited such that one mode is spatially rotated by 45° with respect to the other mode. The phase difference between two modes is 90°. The modes are excited by an array of 16 monopole sectorial loop antennas to achieve a wide axial-ratio (AR) bandwidth. A right-handed CP antenna based on the proposed structure is fabricated and tested against simulation results. A feed network including Wilkinson power dividers and low-pass/high-pass phase shifters is also designed and fabricated to feed the antenna elements. The measurement results show 58% of 3-dB AR and 10-dB impedance bandwidth with the center frequency at 1.565 GHz. The total height of the antenna is 47 mm.",1558-2221,,10.1109/TAP.2017.2714019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7944597,Circular polarization;circular TE21 mode;low-pass/high-pass (LP/HP) phase shifter;omnidirectional antenna;wideband antenna,Electric fields;Polarization;Apertures;Broadband antennas;Wideband,,25,,21,IEEE,8 Jun 2017,,,IEEE,IEEE Journals
A Hybrid Slot/Monopole Antenna With Directional Heating Patterns for Microwave Ablation,Y. Mohtashami; S. C. Hagness; N. Behdad,"Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI, USA; Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI, USA; Department of Electrical and Computer Engineering, University of Wisconsin-Madison, Madison, WI, USA",IEEE Transactions on Antennas and Propagation,3 Aug 2017,2017,65,8,3889,3896,"We present a new coax-fed interstitial antenna for generating directional heating patterns during microwave ablation. The antenna comprises a base-fed monopole wherein, a portion of the outer conductor is extended to create a reflector that directs the fields toward the opposing direction. To further direct the fields away from the reflector, we etched a semicylindrical slot in the outer conductor. The electric field produced by the slot constructively interferes with the field generated by the monopole in the desired radiation direction, while destructively interfering with the monopole's field behind the reflector. This creates directional specific absorption rate and heating patterns. In addition, the reflector and slot suppress the unwanted currents along the antennas feeding cable. This eliminates the need for a balun and reduces the overall antenna diameter. The antenna is impedance matched using an internal π-matching network. A prototype of this antenna, designed to operate at 7 GHz in egg white, was fabricated and used to perform ablation experiments at a power level of 20 W for 5 min. Experimental results agree well with simulations and confirm the capability of the antenna for generating directional heating patterns.",1558-2221,,10.1109/TAP.2017.2714020,"National Science Foundation(grant numbers:ECCS-1406090); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7944685,Directional ablation zone;microwave ablation (MWA);microwave hyperthermia;slot antenna,Slot antennas;Directive antennas;Microwave antennas;Conductors;Tumors;Heating systems,,44,,21,IEEE,8 Jun 2017,,,IEEE,IEEE Journals
