"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","C1","1898","Presents the table of contents for this issue of this publication.","1558-2221","","10.1109/TAP.2020.2970320","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9023404","","","","","","","IEEE","3 Mar 2020","","","IEEE","IEEE Journals"
"IEEE Transactions on Antennas and Propagation","",,IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","C2","C2","Provides a listing of current staff, committee members and society officers.","1558-2221","","10.1109/TAP.2020.2970321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9023407","","","","","","","IEEE","3 Mar 2020","","","IEEE","IEEE Journals"
"Low-RCS Multi-Beam Metasurface-Inspired Antenna Based on Pancharatnam–Berry Phase","Y. Fan; J. Wang; Y. Li; J. Zhang; Y. Pang; Y. Han; S. Qu","Department of Basic Sciences, Air Force Engineering University, Xi’an, China; Department of Basic Sciences, Air Force Engineering University, Xi’an, China; Department of Basic Sciences, Air Force Engineering University, Xi’an, China; Department of Basic Sciences, Air Force Engineering University, Xi’an, China; Department of Basic Sciences, Air Force Engineering University, Xi’an, China; School of Electronic Engineering, Xidian University, Xi’an, China; Department of Basic Sciences, Air Force Engineering University, Xi’an, China",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1899","1906","Inspired by the checkerboard metasurfaces, we propose the design of low-RCS multi-beam linearly polarized (LP) array antenna based on Pancharatnam-Berry (P-B) phase. The antenna array is composed of a number of split-ring resonators (SRRs) with a rotation angle α difference. For circularly polarized (CP) waves, each two adjacent SRRs exhibit α and 2α P-B phase differences under feeding and normally illuminating, respectively. Because of this, the SRR array exhibits different phase gradients for radiated and reflected waves. To obtain multiple LP beams, reversed phase gradients for CP waves are alternatively arranged in 1-D or 2-D on the array, leading to two or four beams, respectively. Under normally illuminating, the reflection phases along the array form the checkerboard configuration, which can reduce both the in-band RCS and out-of-band RCS of the antenna array. As an example, we demonstrate a low-RCS four-beam antenna operating in X-band. Both the simulated and measured results show that the maximal realized gain of each beam reaches up to about 13.6 dB at 10.2 GHz. To evaluate the RCS reduction performance, we measured specular reflection of the prototype under normal incidence. The reflection is reduced by more than 10 dB in 9.7-10.3 GHz and by more than 5 dB out-of-band in 10.3-14.0 GHz. The design method provides an alternative to the design of low-RCS and low-profile antenna arrays.","1558-2221","","10.1109/TAP.2019.2929573","National Natural Science Foundation of China(grant numbers:61771485,61331005,61471388,61501503,61601507); National Basic Research Program of China (973 Program)(grant numbers:SQ2017YFA0700201); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8782128","Antenna array;checkerboard configuration;multi-beam;Pancharatnam–Berry (P-B) phase;RCS reduction","Reflection;Antenna arrays;Bandwidth;Antenna measurements;Microstrip;Antenna radiation patterns","","40","","35","IEEE","30 Jul 2019","","","IEEE","IEEE Journals"
"Optically Transparent Wideband Dipole and Patch External Antennas Using Metal Mesh for UHD TV Applications","P. Duy Tung; C. W. Jung","Graduated School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, South Korea; Graduated School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, South Korea",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1907","1917","The design of an external antenna for digital television (TV) has become more challenging because its relatively large size is not conformal to and esthetically preferred for commercial use. This article presents a feasibility study on external transparent antennas for ultrahigh definition (UHD) TV applications in Korea (470-771 MHz). The proposed antennas are patch and dipole types, representing directional and omnidirectional radiation, respectively. Both antennas use a metal mesh film with an optical transparency above 70% and a low sheet resistance of 0.04 Ω/sq. The transparent patch using a capacitive feed has an average efficiency of 83.8% and a peak gain of 6.2 dBi, and the transparent dipole with widen arms has an average efficiency of 72.1% and a peak gain of 2.4 dBi. To emphasize the potential application to UHD TV, the average Rx peak gain of the patch and dipole antennas, which are 4.8 and 2.0 dBi, respectively, in practical conditions are investigated. The measured results of the proposed antennas offer the feasibility of implementing transparent antennas with performances identical to the nontransparent ones and a soft visual impact as an advantage, thus making them become good candidates as external antennas for UHD TV applications.","1558-2221","","10.1109/TAP.2019.2950077","National Research Foundation of Korea; Korean Government(grant numbers:2016R1D1A1B02012957); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8890781","Dipole antenna;metal mesh film (MMF);patch antenna;transparent antenna;ultrahigh definition television (UHD TV)","Resistance;Dipole antennas;Metals;Indium tin oxide;UHDTV","","54","","23","IEEE","4 Nov 2019","","","IEEE","IEEE Journals"
"Design of Miniaturized Antenna Using Corrugated Microstrip","J. Lu; H. C. Zhang; P. H. He; L. P. Zhang; T. J. Cui","State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1918","1924","We present a new method to design miniaturized antennas using a corrugated microstrip (CM) line, which shows good slow wave characteristic in the required frequency band. To achieve good radiating behavior and low profile simultaneously, CM is employed as the resonating part of the antenna. The impact of the CM propagation constant on the antenna is discussed in detail. The miniaturized antenna is designed and measured to verify the feasibility of the design method. The measured results show that the proposed antenna can achieve a beamwidth of 70° in E-plane and 75° in H-plane with a gain tolerance of 3 dB, and the realized peak gain level at the central frequency is 5.15 dBi, which have good agreements to the expected designs. Such results indicate that the proposed antenna exhibits excellent radiation characteristics at the resonant mode. The effective size of the proposed miniaturized antenna is 0.16λ0 ×0.16λ0 ×0.04λ0 at 9 GHz, in which λ0 is the wavelength of the central frequency.","1558-2221","","10.1109/TAP.2019.2963209","National Basic Research Program of China (973 Program)(grant numbers:2017YFA0700201,2017YFA0700202,2017YFA0700203); National Natural Science Foundation of China(grant numbers:61631007,61571117,61501112,61501117,61522106,61722106,61701107,61701108,61871127); Higher Education Discipline Innovation Project(grant numbers:111-2-05); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8951448","Corrugated microstrip (CM) line;miniaturized antenna;slow wave","Microstrip antennas;Resonant frequency;Microstrip;Antenna measurements;Antenna feeds;Patch antennas","","48","","23","IEEE","7 Jan 2020","","","IEEE","IEEE Journals"
"Glide-Symmetric Holey Leaky-Wave Antenna With Low Dispersion for 60 GHz Point-to-Point Communications","Q. Chen; O. Zetterstrom; E. Pucci; A. Palomares-Caballero; P. Padilla; O. Quevedo-Teruel","State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; Division of Electromagnetic Engineering, KTH Royal Institute of Technology, Stockholm, Sweden; Systems & Technology, Ericsson AB, Stockholm, Sweden; Departamento de Teoría de la Señal, Telemática y Comunicaciones, Universidad de Granada, Granada, Spain; Departamento de Teoría de la Señal, Telemática y Comunicaciones, Universidad de Granada, Granada, Spain; Division of Electromagnetic Engineering, KTH Royal Institute of Technology, Stockholm, Sweden",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1925","1936","In this article, two novel efficient leaky-wave antennas (LWAs) with stable radiation patterns operating in the 60 GHz band are proposed. The LWAs are implemented in groove-gap waveguide (GGW) technology. To mitigate the beam squint due to the dispersive nature of LWAs, complementary-dispersive prisms are coupled to the LWA radiation aperture. The antennas are implemented in fully metallic purely holey periodic structures, resulting in a more cost-effective and robust manufacturing process compared to previously reported pin-based structures. Two prisms are proposed, one with mirror symmetry and one with glide symmetry. When the prism possesses a glide symmetry, much fewer holes are required while maintaining a similar performance, which even further decreases the fabrication costs. The complex propagation constant is optimized for low sidelobe levels (SLLs) with tailored hole diameters and waveguide dimensions, thus for the first time demonstrating the capability of using glide-symmetric holes to control the leakage rate. Two prototypes with mirror- and glide-symmetric prisms are theoretically synthesized and validated by the simulated and experimental results. A frequency bandwidth of 11% is achieved for both prototypes with the beam squint within ±0.9° (mirror) and ±1.7° (glide), SLLs below -15 dB (mirror) and -13 dB (glide), total efficiency almost 90%, and realized gain of 17 ± 0.5 dB at a fixed observing angle. The developed antennas are intended for mm-wave point-to-point communications.","1558-2221","","10.1109/TAP.2019.2944535","Vinnova(grant numbers:2018-01522); Strategic Program on Smart Electronic Systems; Stiftelsen ÅForsk Project H-Materials(grant numbers:18-302); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8859623","5G;dispersive prism;fully metallic lens;glide symmetry;holey structures;leaky-wave antenna (LWA);point-to-point communications","Periodic structures;Apertures;Metamaterials;Dispersion;Mirrors;Lenses","","58","","34","IEEE","4 Oct 2019","","","IEEE","IEEE Journals"
"Periodic High-Sensitive Beam-Steering Leaky-Wave Antenna With Circular Polarization","C. Hammes; A. R. Diewald","Department of Engineering and Technology, Trier University of Applied Sciences, Trier, Germany; Department of Engineering and Technology, Trier University of Applied Sciences, Trier, Germany",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1937","1944","This article proposes an analytical optimization approach in order to optimize the frequency-dependent beam-steering capability of a 1-D serial-fed leaky-wave antenna under the constraint of circular polarization. In the presented approach, the high beam-steering sensitivity is achieved by a circular patch approach. The circular polarization constraint, the impedance matching across unit cells, and open stopband problem are reduced to a mode rotation condition of the electric field within the circular patch. It is further shown that the mode rotation condition is achieved by a single optimization parameter. Measurements proof the beam-steering sensitivity, the circular polarization, and open stopband suppression.","1558-2221","","10.1109/TAP.2019.2948407","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8883263","Beamforming;circular polarization;periodic leaky-wave antenna","Leaky wave antennas;Polarization;Beam steering;Q-factor;Dispersion;Impedance","","13","","10","IEEE","25 Oct 2019","","","IEEE","IEEE Journals"
"A Wideband Substrate Integrated Waveguide-Fed Open Slot Antenna","X. Yi; H. Wong","Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong; Department of Electrical Engineering, State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1945","1952","In this article, we introduce a new structure of an open slot antenna excited by a substrate-integrated-waveguide (SIW) feed to obtain a wide bandwidth of about 60%. Different from conventional slot antennas, two short sides of the slot are open which do not connect to any metal. To excite the open slot, an SIW section is used as the feed. In this way, the antenna is constructed on a single laminate which includes the feeding structure and the radiator. The open slot structure serves as a single-mode resonator with a low Q-factor and, thus, contributes a much wider bandwidth than that of conventional slot antennas and simultaneously maintains stable radiation performance. Intensive parametric studies were implemented to provide a design guideline. To verify our design, antenna prototypes were fabricated and measured. The measured results validate that the antenna achieves a wide impedance bandwidth of 59.3% from 50.8 to 93.6 GHz. Meanwhile, the radiation patterns keep stable over the entire operating frequency band. This new type of slot antenna with wide bandwidth and planar structure is a good candidate for mmW applications.","1558-2221","","10.1109/TAP.2019.2948680","Research Grants Council, University Grants Committee(grant numbers:11218318,T42-103/16-N); International Cooperative Research Program of Guangzhou City GDD District(grant numbers:2017GH21); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8884652","Millimeter-wave (mmW);slot antenna;substrate integrated waveguide (SIW);wideband antenna","Bandwidth;Slot antennas;Antenna radiation patterns;Antenna arrays;Impedance;Feeds;Reflector antennas","","22","","30","IEEE","28 Oct 2019","","","IEEE","IEEE Journals"
"Contribution to the Theory of Planar Wire Loop Antennas Used for Reception","F. Broydé; E. Clavelier","Excem, Maule, France; Excem, Maule, France",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1953","1961","Using “electromagnetic field” to designate an electric field and a magnetic field which satisfy Maxwell's equations, we define a decomposition of an arbitrary incident time-harmonic electromagnetic field into four elementary time-harmonic electromagnetic fields FA, FB, FC, and FD. A formula, which gives the response of an arbitrary planar wire loop antenna used for reception, is based on this decomposition. This formula is applicable to any incident field configuration, and valid at any frequency at which the thin wire approximation applies. It separates the response of the antenna into three parts, one of which may be viewed as the intended response of the antenna. Our analysis teaches that FC and FD have no effect on the antenna and how FA and FB excite the antenna. Thus, it allows us to better understand the characteristics and limitations of a planar wire loop antenna used as a measuring antenna or as a direction finder.","1558-2221","","10.1109/TAP.2019.2948568","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8884629","Antenna theory;electrically small antenna;loop antenna;measuring antenna;receiving antenna","Antenna measurements;Electromagnetics;Wires;Directive antennas;Frequency modulation;Receiving antennas","","1","","32","IEEE","28 Oct 2019","","","IEEE","IEEE Journals"
"Miniaturized-Element Frequency Selective Surface Metamaterials: A Solution to Enhance Radiation of RFICs","M. M. Honari; P. Mousavi; K. Sarabandi","Department of Electrical Engineering and Computer Science, Radiation Laboratory, University of Michigan, Ann Arbor, USA; IWT Laboratory, University of Alberta, Edmonton, Canada; Department of Electrical Engineering and Computer Science, Radiation Laboratory, University of Michigan, Ann Arbor, USA",IEEE Transactions on Antennas and Propagation,"3 Mar 2020","2020","68","3","1962","1972","In this article, a technique to improve the radiation characteristics of an active CMOS circuit is presented. A miniaturized-element frequency selective surface (MEFSS) cover is utilized on top of the chip to provide gain enhancement, which is essential for many applications such as radar and communication systems. This is important due to the restrictions on the thickness of metallic layers, losses in substrate, and limitations in real estate. The MEFSS cover consists of partially reflecting surface (PRS) and high-impedance surface (HIS) creating a Fabry-Pérot-type cavity (FPC). When the MEFSS structure is used, the height of FPC can be reduced without causing any deterioration to the antenna radiation. A proximity patch antenna is embedded in the HIS layer, which is fed by a small metallic trace on the last layer of chip using the coupling mechanism. By utilizing the transverse-equivalent network (TEN) of the structure and imposing the resonance condition, the geometrical parameters of the MEFSS unit cell is calculated. For demonstration purposes, a scaled MEFSS cover for gain enhancement at the center frequency of 10 GHz is designed, fabricated, and tested. The measured results, which are in agreement with simulations, show that the proposed technique is reliable in practice and gain enhancement of 9 dB can be achieved for a single-patch antenna.","1558-2221","","10.1109/TAP.2019.2948508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8883190","Chip;CMOS;Fabry–Pérot cavity (FPC);metamaterial;miniaturized-element frequency selective surface (MEFSS)","Periodic structures;Frequency selective surfaces;Surface waves;Feeds;Substrates;Silicon","","12","","44","IEEE","25 Oct 2019","","","IEEE","IEEE Journals"
