"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","C1","630","Presents the table of contents for this issue of the publication.","1558-2221","","10.1109/TAP.2020.2967248","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8979221","","","","","","","IEEE","3 Feb 2020","","","IEEE","IEEE Journals"
"IEEE Transactions on Antennas and Propagation","",,IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1558-2221","","10.1109/TAP.2020.2967249","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8979216","","","","","","","IEEE","3 Feb 2020","","","IEEE","IEEE Journals"
"In Memoriam: Associate Editor Prof. M. Daneshmand","",,IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","631","632","It is with heartfelt sadness that we inform you of the tragic loss of our Associate Editor Prof. Mojgan Daneshmand, who was a passenger on the Ukraine International Airlines flight that crashed after takeoff from Teheran International Airport on January 8, 2020. Her husband, Prof. Pedram Mousavi, and their daughters, Darya and Darina, also died in the crash. Prof. Daneshmand and Prof. Mousavi were very active members of the IEEE Antennas and Propagation Society and the IEEE Microwave Theory and Techniques Society. We extend our condolences to their families and friends.","1558-2221","","10.1109/TAP.2020.2968696","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8979192","","Obituaries;Daneshmand, Mojgan","","","","0","IEEE","3 Feb 2020","","","IEEE","IEEE Journals"
"Compact Absorptive Filtering Patch Antenna","Y. -T. Liu; K. W. Leung; N. Yang","State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong; State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong; State Key Laboratory of Terahertz and Millimeter Waves, City University of Hong Kong, Hong Kong",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","633","642","This article presents a compact absorptive filtering patch antenna. It consists of a filtering patch antenna and a bandstop filter (BSF), with their transfer functions being complementary to each other. A slot is fabricated in each of the patch and ground, giving a total of two radiation nulls for the lower bandedge. By using a dual-stub feed, two radiation nulls are also obtained for the upper bandedge. For the BSF, a λg/2 defected ground structure (DGS) and a λg/4 defected microstrip structure (DMS) are used in the design. It is terminated by a chip resistor. Since the filtering patch antenna and BSF have complementary transfer functions, the incident energy can be radiated effectively in the passband but largely absorbed by the resistor in the stopbands. As a result, only little energy will be reflected over a wide frequency range, giving a reflectionless characteristic. To demonstrate this idea, an absorptive filtering antenna operating at 5.8 GHz was designed, fabricated, and tested. Its impedance is matched from 5 to 6.5 GHz, with the measured out-of-band suppression being higher than 17 and 20 dB for the lower and upper stopbands, respectively. The measured peak realized gain is 7.28 dBi.","1558-2221","","10.1109/TAP.2019.2938798","General Research Fund (GRF) Grant from the Research Grants Council of Hong Kong Special Administrative Region, China(grant numbers:CityU 11215217); National Natural Science Foundation of China(grant numbers:61728106); Fundamental Research Program of Shenzhen City(grant numbers:JCYJ20170818094814530); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8827608","Absorptive filter;bandstop filter (BSF);defected ground structure (DGS);defected microstrip structure (DMS);filtering antenna;patch antenna;reflectionless filter","Transmitting antennas;Resistors;Patch antennas;Antenna measurements;Slot antennas;Passband","","94","","24","IEEE","9 Sep 2019","","","IEEE","IEEE Journals"
"Rigorous Evaluation of Losses in Uniform Leaky-Wave Antennas","W. Fuscaldo","Department of Information Engineering, Electronics and Telecommunications, Sapienza University of Rome, Rome, Italy",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","643","655","General formulas are proposed for thoroughly evaluating the radiation efficiency of traveling-wave antennas operating in any radiating regime. Indeed, existing theoretical models only work in the scanned-beam region, where the radiating mode is considerably above cutoff and the perturbation method applies. The analysis provided here extends the application of the perturbation method close to the cutoff condition, thus providing a correct estimation of the losses even in the case of broadside radiation. This case is particularly important for Fabry-Perot cavity leaky-wave antennas (FPC-LWAs) based on partially reflecting screens (PRSs), which are commonly designed to generate a broadside pencil beam. However, the previous works on FPC-LWAs always assume either a lossless PRS, or a lossless dielectric cover layer thus neglecting metal and dielectric losses: a hypothesis that is no longer fulfilled at high frequencies, such as millimeter-wave and submillimeter-wave frequencies. An original theoretical framework is thus developed to derive analytical formulas for a rigorous evaluation of losses when either lossy PRS or lossy dielectric cover layers are employed. Interestingly, the equivalence between a lossy PRS and a lossy dielectric cover layer is shown from a theoretical viewpoint. All the findings derived here are validated through full-wave simulations to corroborate the proposed analysis.","1558-2221","","10.1109/TAP.2019.2940464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8839688","Fabry–Perot cavity (FPC) antennas;frequency selective surfaces;leaky waves;leaky-wave antennas (LWAs);metasurfaces;terahertz (THz)","Dielectric losses;Perturbation methods;Leaky wave antennas;Cavity resonators;Millimeter wave technology","","28","","36","IEEE","16 Sep 2019","","","IEEE","IEEE Journals"
"Longitudinally Slotted SIW Leaky-Wave Antenna for Low Cross-Polarization Millimeter-Wave Applications","D. Zheng; Y. -L. Lyu; K. Wu","Department of Electrical Engineering, Poly-Grames Research Center, Polytechnique Montreal, Montreal, Canada; Poly-Grames Research Center, Polytechnique Montreal, Montreal, Canada; Department of Electrical Engineering, Poly-Grames Research Center, Polytechnique Montreal, Montreal, Canada",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","656","664","A longitudinally slotted TE20-mode-driven substrate integrated waveguide (SIW) leaky-wave antenna (LWA) with low side-lobe and low cross-polarization is proposed and presented for millimeter-wave applications. In this work, a pair of long slots is etched symmetrically on the top broadside of an SIW working in the TE20 mode. With the odd-symmetry of TE20 mode field distribution, the even-symmetrically etched long slots paired along the centerline of the SIW have aperture fields of the same direction, thereby resulting in a constructive superposition of radiation. Thanks to these long slots with a meandering shape that is designed according to a specific aperture amplitude illumination (e.g., -35 dB Taylor line-source distribution) and their even-symmetry with respect to the centerline of the SIW, both low side-lobe and low cross-polarization are simultaneously achieved. Two meandering schemes with respect to the centerline of the SIW are adopted and, thus, two types of the designed LWAs are developed. For experimental prototypes of the proposed LWAs, a 3 dB directional coupler and a 90° phase shifter are combined together to excite the desired TE20 mode of the SIW. The proposed two types of LWAs are modeled, simulated, and fabricated. Both the simulated and measured results are in a good agreement.","1558-2221","","10.1109/TAP.2019.2940469","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8839705","Higher-order mode;leaky-wave antenna (LWA);line-source;long slot;low cross-polarization;low side-lobe;substrate integrated waveguide (SIW)","Apertures;Slot antennas;Surface treatment;Microstrip antenna arrays;Millimeter wave technology;Shape;Gratings","","41","","40","IEEE","16 Sep 2019","","","IEEE","IEEE Journals"
"A Low-Profile Wideband Hybrid Metasurface Antenna Array for 5G and WiFi Systems","N. -S. Nie; X. -S. Yang; Z. N. Chen; B. -Z. Wang","School of Physics, University of Electronic Science and Technology of China, Chengdu, China; School of Physics, University of Electronic Science and Technology of China, Chengdu, China; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; School of Physics, University of Electronic Science and Technology of China, Chengdu, China",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","665","671","A hybrid metasurface (HMS) is proposed to form a low-profile wideband antenna array. The antenna element is an array of 4 × 4 square metal patches and fed by a 50 Ω microstrip line through an H-shaped coupling slot on the ground plane. Only are the edge patches of HMS antenna element grounded by shorting pins for the suppression of surface waves and crosspolarization levels as well as the enhancement of the gain. With the HMS antenna element, a compact 2 χ 2 array with an overall size of 1.58λ0× 1.58λ0 ×0.068λ0 (λ4 is the free-space wavelength at 5.0 GHz) is designed, where the adjacent elements share the edge patches of the elements. The measurement shows the impedance bandwidth of 28% (4.41-5.85 GHz) for |S11| ≤ -10 dB is obtained, and the boresight gain is greater than 8.4 dBi across the operating band, covering both fifth-generation (5G) sub 6 GHz and WiFi bands.","1558-2221","","10.1109/TAP.2019.2940367","National Natural Science Foundation of China(grant numbers:61271027,61731005); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8839695","Antenna array;broadband antenna;hybrid metasurface (HMS);low profile;wide bandwidth","Antenna arrays;Broadband antennas;Bandwidth;Antenna measurements;Resonant frequency;Impedance","","76","","27","IEEE","16 Sep 2019","","","IEEE","IEEE Journals"
"A Low-Profile and High-Gain Frequency Beam Steering Subterahertz Antenna Enabled by Silicon Micromachining","A. Gomez-Torrent; M. García-Vigueras; L. Le Coq; A. Mahmoud; M. Ettorre; R. Sauleau; J. Oberhammer","Division of Micro and Nanosystems, School of Electrical Engineering and Computer Science, Kungliga Tekniska Högskolan (KTH) Royal Institute of Technology, Stockholm, Sweden; Institut National des Sciences Appliquées de Rennes, Rennes, France; CNRS, Institut d’Électronique et de Télécommunications de Rennes (IETR) - UMR 6164, University of Rennes 1, Rennes, France; CNRS, Institut d’Électronique et de Télécommunications de Rennes (IETR) - UMR 6164, University of Rennes 1, Rennes, France; CNRS, Institut d’Électronique et de Télécommunications de Rennes (IETR) - UMR 6164, University of Rennes 1, Rennes, France; CNRS, Institut d’Électronique et de Télécommunications de Rennes (IETR) - UMR 6164, University of Rennes 1, Rennes, France; Division of Micro and Nanosystems, School of Electrical Engineering and Computer Science, Kungliga Tekniska Högskolan (KTH) Royal Institute of Technology, Stockholm, Sweden",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","672","682","A very low-profile sub-THz high-gain frequency beam steering antenna, enabled by silicon micromachining, is reported for the first time in this paper. The operation bandwidth of the antenna spans from 220 to 300 GHz providing a simulated field of view of 56°. The design is based on a dielectric filled PPW leaky-wave antenna fed by a pillbox. The pillbox, a two-level PPW structure, has an integrated parabolic reflector to generate a planar wave front. The device is enabled by two extreme aspect ratio, 16 x 16 mm large perforated membranes, which are only 30 μm thick, that provide the coupling between the two PPWs and form the LWA. The micromachined low-loss PPW structure results in a measured average radiation efficiency of -1 dB and a maximum gain of 28.5 dBi with an input reflection coefficient below -10 dB. The overall frequency beam steering frontend is extremely compact (24 x 24 x 0.9 mm) and can be directly mounted on a standard WM-864 waveguide flange. The design and fabrication challenges of such high performance antenna in the sub-THz frequency range are described and the measurement results of two fabricated prototypes are reported and discussed.","1558-2221","","10.1109/TAP.2019.2943328","H2020 European Research Council(grant numbers:616846); Stiftelsen för Strategisk Forskning(grant numbers:SE13-007); European Regional Development Fund; French Region of Brittany, Ministry of Higher Education and Research, Rennes Métropole and Conseil Départemental 35, through the CPER Project SOPHIE/STIC & Ondes; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8852837","Beam steering;leaky-wave antennas (LWAs);silicon micromachining;silicon on insulator;submillimeter-wave antennas;terahertz radiation;quasi-optics","Antennas;Silicon;Beam steering;Dielectrics;Fabrication;Micromachining;Bandwidth","","74","","28","CCBY","30 Sep 2019","","","IEEE","IEEE Journals"
"Miniaturized RFID Reader Antennas Based on CRLH Negative Order Resonance","Z. Wang; Y. Dong","School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","683","696","This article presents a type of miniaturized high-efficiency patch antennas for UHF radio frequency identification (RFID) reader applications based on the composite right-/left-handed (CRLH) negative order resonance. Miniaturization is achieved by using the first negative order resonance (-1st mode). These proposed CRLH resonators are realized by etching gap on the patch surface, which acts as a series left-handed (LH) capacitor as well as an effective radiator, and using metallic screws on the corner as steadying posts while also providing an LH inductor. Different from the traditional mushroom structures, these screws are placed on the two sides or corner of the unit cells allowing unobstructed current and field flowing inside the cavity. This enhances the quality factor and radiation efficiency. In addition, only metallic sheets, screws, and one thin substrate are used in the design, therefore dielectric loss is basically eliminated. Overall, these proposed antennas achieve a miniaturized size, as well as a high gain and radiation efficiency. The radiation characteristics of these RFID antennas are similar to the conventional patch antennas due to the -1st-order operation. Four antennas, including linearly polarized, circularly polarized (CP), frequency-tunable, and polarization/frequency-reconfigurable antennas, are carefully designed, investigated, and experimentally verified. Remarkable agreement has been observed between simulation and measurement. These antennas well cover 902-928 MHz UHF band. RF range tests are carried out for application verification. They demonstrate a compact size, low-cost, low-loss, and high efficiency with easy implementation. The CP antennas exhibit a good bandwidth and an excellent axial ratio in the whole upper semisphere. They have been selected for mass production, which illustrates a good engineering application example of CRLH metamaterial antennas.","1558-2221","","10.1109/TAP.2019.2940500","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8839701","Circular polarization;composite right-/left-handed (CRLH);metamaterial antenna;miniaturized antenna;negative order resonance;reconfigurable antenna;radio frequency identification (RFID);tunable antenna","Antennas;Fasteners;Radiofrequency identification;Dispersion;Equivalent circuits;Capacitors;Inductors","","35","","45","IEEE","16 Sep 2019","","","IEEE","IEEE Journals"
"A Dynamic Dual Tapered 3-D Printed Nested Helical Antenna","Y. Tawk","Department of Electrical and Computer Engineering, American University of Beirut, Beirut, Lebanon",IEEE Transactions on Antennas and Propagation,"3 Feb 2020","2020","68","2","697","702","In this article, a new 3-D printed dual tapered nested antenna design is presented. The antenna is composed of two tapered helical arms that wrap around each other in opposite orientations to exhibit orthogonal circular polarization schemes. The nested tapered helices are 3-D laser printed with copper platting. The outer helical arm is tailored to resonate at 2.4 GHz, while the inner arm is designed for operation at 5.4 GHz. The overall antenna structure is then arranged as an array of elements that can dynamically alter its lattice in either linear or triangular topologies in order to achieve reconfiguration in the radiation pattern. The change in topologies is driven by programmable robots that can reshape the antenna array's radiation pattern dynamically and on demand. The whole system is measured and tested for various arrangements where the measured results show good agreement with the simulated data.","1558-2221","","10.1109/TAP.2019.2943427","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8855079","3-D printing;beam steering;circular polarization;impedance matching;radiation pattern reconfiguration;tapered helical","Helical antennas;Wires;Gain;Three-dimensional displays;Antenna radiation patterns;Topology","","9","","17","IEEE","2 Oct 2019","","","IEEE","IEEE Journals"
