"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Table of contents","",,IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","C1","4390","Presents the table of contents for this issue of the publication.","1558-2221","","10.1109/TAP.2018.2865876","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452940","","","","","","","IEEE","31 Aug 2018","","","IEEE","IEEE Journals"
"IEEE Transactions on Antennas and Propagation","",,IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","C2","C2","Presents a listing of the editorial board, board of governors, current staff, committee members, and/or society editors for this issue of the publication.","1558-2221","","10.1109/TAP.2018.2865898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8452938","","","","","","","IEEE","31 Aug 2018","","","IEEE","IEEE Journals"
"Source Current Polarization Impact on the Cross-Polarization Definition of Practical Antenna Elements: Theory and Applications","N. A. Aboserwal; J. L. Salazar; J. A. Ortiz; J. D. Díaz; C. Fulton; R. D. Palmer","Advanced Radar Research Center, The University of Oklahoma, Norman, OK, USA; Advanced Radar Research Center, The University of Oklahoma, Norman, OK, USA; Advanced Radar Research Center, The University of Oklahoma, Norman, OK, USA; Advanced Radar Research Center, The University of Oklahoma, Norman, OK, USA; Advanced Radar Research Center, The University of Oklahoma, Norman, OK, USA; Advanced Radar Research Center, The University of Oklahoma, Norman, OK, USA",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4391","4406","With the growing interest in polarization diversity in communications and radar systems, the use of Ludwig's second and third definitions has become controversial among scientists and antenna engineers. Therefore, this paper is an attempt to clarify some of the ambiguity and confusion caused by these definitions. A detailed comparison of Ludwig's second and thirrd definitions of cross polarization, as applied to linearly polarized antennas, was performed. The results show that, in the diagonal plane, Ludwig's second definition leads to a lower crosspolarization level than the third definition for x- or y-polarized current sources. For a Huygens source, by Ludwig's third definition, the radiation pattern has a lower cross-polarization level than that obtained by Ludwig's second definition. For some applications, the antenna is usually placed in the yz plane. Therefore, new polarization bases are proposed according to which the source is used as a reference, and also on how this source is oriented in the yz plane. To complement the theoretical framework demonstrated in this contribution and to provide readers with a better and simpler understanding of the crosspolarization definition, the analysis of several practical antennas for diverse applications was presented. Numerical and measured radiation patterns of wire and printed dipoles, rectangular patch, pyramidal horn, and open-ended rectangular waveguide (OEWG) antennas were investigated according to the polarization formulations presented in this paper. In addition, a dual-polarized element and a dual-polarized active phased array at broadside were utilized to generalize the application.","1558-2221","","10.1109/TAP.2018.2845945","NOAA’s National Severe Storms Laboratory under CIMMS Cooperative Agreement(grant numbers:NA11OAR4320072); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8379345","Cross polarization;far-field polarization;Ludwig’s definitions;phased array;polarization diversity;radar systems;source current polarization","Antenna radiation patterns;Polarization;Dipole antennas;Antenna accessories;Antenna measurements;Spaceborne radar","","25","","16","IEEE","11 Jun 2018","","","IEEE","IEEE Journals"
"A Compact CRLH Circularly Polarized Leaky-Wave Antenna Based on Substrate-Integrated Waveguide","M. M. Sabahi; A. A. Heidari; M. Movahhedi","Electrical Engineering Department, Yazd University, Yazd, Iran; Electrical Engineering Department, Yazd University, Yazd, Iran; Electrical Engineering Department, Yazd University, Yazd, Iran",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4407","4414","A compact single-radiator circularly polarized (CP) leaky-wave antenna (LWA) based on composite right/left-handed (CRLH) transmission line is presented. The proposed antenna is based on substrate-integrated waveguide (SIW), and its unit cell consists of a T-shaped interdigital slot, which provides a CRLH property, a proper CP, and also effective compactness for the full-length LWA. The proposed LWA provides beam scanning from -19° to +84° over the frequency range of 7.35-10.15 GHz, while maintaining a good CP. By providing the balanced condition for the CRLH unit cell, a continuous backward-to-forward scanning including broadside is achieved. The maximum gain of the LWA is 8.95 dB which is satisfactory, considering the compactness of the antenna. Moreover, the radiation efficiency has an average of 85.7% over the operating frequency band. The measurement results are in good agreement with the simulation ones and show considerable advantages over the SIW-based CP LWAs proposed in the recent literature.","1558-2221","","10.1109/TAP.2018.2851278","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399862","Circular polarization (CP);composite right/left-handed (CRLH);leaky-wave antenna (LWA);substrate integrated waveguide (SIW)","Substrates;Integrated circuit modeling;Dispersion;Slot antennas;Capacitance;Inductance","","74","","29","IEEE","28 Jun 2018","","","IEEE","IEEE Journals"
"Method for Computing Frequency Response and Radiation Pattern of Magnetized Cylindrical Ferrite Resonator Antenna","T. -W. Kim; B. -Y. Park; W. Lee; S. -O. Park; Y. -K. Hong","Department of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Department of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Department of Electrical and Computer Engineering, The University of Alabama, Tuscaloosa, AL, USA; Department of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, South Korea; Department of Electrical and Computer Engineering, The University of Alabama, Tuscaloosa, AL, USA",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4415","4425","This paper presents a theoretical model of a cylindrical ferrite resonator (FR) antenna that predicts resonance frequencies, the frequency tuning range, and radiation patterns. The FR antenna is placed on a PEC ground plane and is excited by a coaxial probe with a dc magnetic bias field applied in the direction transverse to the ground plane. An open-boundary model to predict the resonance frequency is introduced and compared with the measured results. The all-boundary model is in good agreement with the measured results compared with the other models. The discrepancy of the proposed model is less than 3%. The HE11δ mode-splitting behavior caused by the tensor nature of the permeability of a biased ferrite is investigated. It is shown that the frequency and polarization of the antenna are tunable. The operating frequency can be chosen in the range from 8.54 to 10.115 GHz. In addition, the linear polarization is radiated at no bias, while the circular polarization is radiated at the magnetized case. The results of the theory correspond approximately with the measured and simulated results for radiation patterns.","1558-2221","","10.1109/TAP.2018.2851359","Ministry of Science, ICT and Future Planning(grant numbers:2016R1A2B4010918); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8401526","Antennas;ferrites;ferrite-loaded resonators;magnetic fields;resonator","Magnetic resonance;Ferrites;Mathematical model;Perpendicular magnetic anisotropy;Antenna radiation patterns","","3","","36","IEEE","2 Jul 2018","","","IEEE","IEEE Journals"
"Analytical Model and Study of Continuous Parallel Plate Waveguide Lens-like Multiple-Beam Antennas","F. Doucet; N. J. G. Fonseca; E. Girard; H. Legay; R. Sauleau","Institut d’Electronique et de Télécommunications de Rennes, UMR Centre national de la recherche scientifique 6164, University of Rennes 1, Rennes, France; European Space Agency, Noordwijk, AG, The Netherlands; Research and Development Department, Thales Alenia Space, Toulouse, France; Research and Development Department, Thales Alenia Space, Toulouse, France; Institut d’Electronique et de Télécommunications de Rennes, UMR Centre national de la recherche scientifique 6164, University of Rennes 1, Rennes, France",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4426","4436","An analytical model based on geometrical optics is proposed to design and analyze continuous parallel plate waveguide (PPW) lens-like antennas. The proposed design is based on a transversal PPW section working as a lens-like beamformer. By simplifying the propagation inside this transversal section, a bifocal constrained lens model is first defined; it provides a relevant starting point to design the proposed beamformer. A refined model based on ray tracing and with an enhanced performance prediction is achieved by accounting the wave propagation inside the transversal cavity. The numerical analysis of phase aberrations and radiation demonstrate the performance of the proposed beamformer. The results of the ray-tracing model are in a very good agreement with the corresponding full-wave model, while providing a significant reduction in the computational effort, making the proposed model more suitable for advanced optimization processes.","1558-2221","","10.1109/TAP.2018.2846768","European Space Agency; Thales Alenia Space, France, in the frame of ESA’s Networking/Partnering Initiative; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8384288","Beamformer;constrained lens;elliptical curved linear array;geometrical optics (GO);multiple-beam antennas;parallel plate waveguide (PPW);phase aberrations;ray tracing","Lenses;Cavity resonators;Analytical models;Ray tracing;Antennas;Optical waveguides;Numerical models","","48","","21","IEEE","13 Jun 2018","","","IEEE","IEEE Journals"
"Wideband Horizontally Polarized Omnidirectional Antenna With a Conical Beam for Millimeter-Wave Applications","K. Fan; Z. -C. Hao; Q. Yuan; J. Hu; G. Q. Luo; W. Hong","Key Laboratory of RF Circuits and System, Ministry of Education, Institute of Antennas and Microwave Technology, Hangzhou Dianzi University, Hangzhou, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; Key Laboratory of RF Circuits and System, Ministry of Education, Institute of Antennas and Microwave Technology, Hangzhou Dianzi University, Hangzhou, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4437","4448","A wideband millimeter-wave (MMW) horizontally polarized omnidirectional antenna with a conical beam is proposed in this paper. The proposed antenna is composed of a radiating circular loop, six arc strips, a one-to-six radial waveguide power divider, and a conical reflector. The radiating circular loop consists of six arc dipoles with curved terminals. The wideband six-way radial waveguide power divider is employed to feed the six arc dipoles, and the wideband performance is achieved by combing the TM010 mode and the TM020 mode of the circular cavity. Six arc strips are utilized as directors to improve the omnidirectional performance at the higher frequency band. The conical reflector is designed to improve the radiation gain and obtain a conical beam in the vertical plane without affecting the horizontal plane omnidirectional performance. A prototype is fabricated and measured. The simulation and measured results show that the proposed antenna can achieve a −10 dB impedance bandwidth of 22.9% with stable radiation patterns in the band of 39–49.3 GHz. Owing to the attractive wide bandwidth, good omnidirectional performance, and ease of fabrication, the proposed antenna is a good choice for the forthcoming fifth generation MMW wireless communication systems, especially for the indoor ceiling antenna networking applications.","1558-2221","","10.1109/TAP.2018.2851363","National Natural Science Foundation of China(grant numbers:61471118,61722107); Natural Science Foundation of Jiangsu Province(grant numbers:BK20150638); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8399831","Conical beam;millimeter-wave (MMW) omnidirectional antenna;radial waveguide power divider;wideband dipole antenna","Dipole antennas;Omnidirectional antennas;Broadband antennas;Wideband;Antenna arrays;Power dividers","","62","","32","IEEE","28 Jun 2018","","","IEEE","IEEE Journals"
"Frequency-Fixed Beam-Scanning Leaky-Wave Antenna Using Electronically Controllable Corrugated Microstrip Line","M. Wang; H. F. Ma; H. C. Zhang; W. X. Tang; X. R. Zhang; T. J. Cui","Synergetic Innovation Center of Wireless Communication Technology, Nanjing, China; Synergetic Innovation Center of Wireless Communication Technology, Nanjing, China; Synergetic Innovation Center of Wireless Communication Technology, Nanjing, China; Synergetic Innovation Center of Wireless Communication Technology, Nanjing, China; Synergetic Innovation Center of Wireless Communication Technology, Nanjing, China; Synergetic Innovation Center of Wireless Communication Technology, Nanjing, China",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4449","4457","An electronically controllable microstrip leaky-wave antenna (LWA) to steer the radiations at a fixed frequency is presented. The proposed LWA is composed of a corrugated microstrip line loaded by the varactor diodes with triangular-modulated surface impedance. Due to the periodical modulation of the surface impedance, the guided waves can be converted into the leaky-wave radiations efficiently with frequency-scanning property. Furthermore, the surface impedance of the LWA can be reconfigured by changing the capacitance of the varactor diode through dc bias voltage, which will make the radiation beam steer in a large angle range accordingly at a fixed frequency. Both numerical simulations and experimental results show that the radiation beams can be controlled for continuously steering at each frequency from 5.5 to 5.8 GHz by changing the dc bias voltage from 0 to 20 V, in which the scanning angle can reach as high as 45°.","1558-2221","","10.1109/TAP.2018.2845452","National Natural Science Foundation of China(grant numbers:61522106,61571117,61501117,61501112,61631007,61701108); National Instrumentation Program(grant numbers:2013YQ200647); 111 Project(grant numbers:111-2-05); Natural Science Foundation of Jiangsu Province(grant numbers:BK20150020); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8383999","Electronically controlled beam scanning;leaky-wave antennas (LWAs);surface impedance modulation","Surface impedance;Impedance;Surface waves;Corrugated surfaces;Capacitance;Varactors","","137","","25","IEEE","13 Jun 2018","","","IEEE","IEEE Journals"
"Design of a 360° Scanning Circularly Symmetric Polygon Lens","T. M. Nguyen; T. K. Vo Dai; O. Kilic","Department of Electrical Engineering and Computer Science, The Catholic University of America, Washington, DC, USA; Department of Electrical Engineering and Computer Science, The Catholic University of America, Washington, DC, USA; Department of Electrical Engineering and Computer Science, The Catholic University of America, Washington, DC, USA",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4458","4465","This paper presents a 360° scanning circular microwave lens based on the Bootlace lens design concepts. However, instead of allocating the beam ports and receiving ports on two opposite sides of the lens, the polygon lens alternates the beam and receiving ports in an interleaving order on all sides and allows the use of circular symmetry to cover 360° scanning. In this paper, a new analytical approach is proposed which minimizes the phase errors for the “perfect” focal points of the lens to design the polygon lens. In order to evaluate the proposed method, an octagonal lens was designed and fabricated. Each facet of the lens feeds a four-element rectangular patch array. The results show a full 360° coverage in the band of interest. Comparisons between measurements and simulations show a good agreement.","1558-2221","","10.1109/TAP.2018.2845441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376020","360° scanning;analog beamforming;Bootlace lens;microwave lens;Rotman lens","Lenses;Phased arrays;Delay lines;Feeds;Shape;Optimization","","6","","29","IEEE","8 Jun 2018","","","IEEE","IEEE Journals"
"Characterization of Wideband Antennas for Point-to-Point Communications","M. A. Almoteriy; M. I. Sobhy; J. C. Batchelor","School of Engineering and Digital Arts, University of Kent, Canterbury, U.K; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K; School of Engineering and Digital Arts, University of Kent, Canterbury, U.K",IEEE Transactions on Antennas and Propagation,"31 Aug 2018","2018","66","9","4466","4473","Antenna frequency response can be characterized in terms of effective aperture and gain. Antennas can also be characterized as a two-port network to ascertain the antenna transfer function (S21). This characterization is important in point-to-point (P2P) communication, as the frequency response can vary due to changes in the radiation pattern in the physical channel. This paper presents a process to investigate the frequency response of a wideband antenna in order to identify the best orientation of the antenna for P2P communication. The process predicts the antenna's effective aperture and gain for each orientation. An equivalent circuit for the wideband antenna is also derived to obtain the total radiated power. The frequency-variant radiation pattern is ascertained from the S21 phase obtained from the equivalent circuit. For each orientation, the S21 phase is analyzed based on the linear, minimum, and all-pass phase components, which enables the derivation of an equivalent circuit. The variation of group delay for each orientation is also obtained and compared. The measurements between two identical antennas at the two orientations with a free-space channel were then modeled for simulation in a digital system. This simulation predicts the antenna effects for the two orientations used. Finally, this process was validated by using a nonminimum-phase monopole ultra-wideband antenna.","1558-2221","","10.1109/TAP.2018.2851367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8404064","Circuit modeling;digital systems;phase distortion;transfer functions;ultra-wideband (UWB) antennas","Antenna radiation patterns;Antenna measurements;Equivalent circuits;Ultra wideband antennas;Transmitting antennas;Aperture antennas","","9","","20","CCBY","5 Jul 2018","","","IEEE","IEEE Journals"
