Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
K. S. Nikita,"School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece",2024,,,
B. M. Notaroš; F. P. Andriulli; H. Bagci,"Department of Electrical and Computer Engineering, Colorado State University, Fort Collins, CO, USA; Department of Electronics and Telecommunications, Politecnico di Torino, Turin, Italy; Computer, Electrical, and Mathematical Science and Engineering (CEMSE) Division, King Abdullah University of Science and Technology, Thuwal, Saudi Arabia",2024,,,Special issues and sections;Electromagnetics;Computational electromagnetics
M. Kalfa; Ö. Ergül; V. B. Erturk,"Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey; Department of Electrical and Electronics Engineering, Middle East Technical University, Ankara, Turkey; Department of Electrical and Electronics Engineering, Bilkent University, Ankara, Turkey",2024,,Error analysis;low-frequency breakdown (LFB);multilevel fast multipole algorithm (MLFMA);multiple-precision arithmetic (MPA),MLFMA;Arithmetic;Green's function methods;Testing;Standards;Program processors;Error correction
G. -Y. Zhu; W. -D. Li; W. E. I. Sha; H. -X. Zhou; W. Hong,"State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves and the Frontiers Science Center for Mobile Information Communication and Security, Southeast University, Nanjing, China; College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; State Key Laboratory of Millimeter Waves, Southeast University, Nanjing, China; State Key Laboratory of Millimeter Waves and the Frontiers Science Center for Mobile Information Communication and Security, Southeast University, Nanjing, China",2024,"Fundamental Research Funds for the Central Universities(grant numbers:2242022k30003); National Science Foundation of China(grant numbers:62293492,62131008,61975177,U20A20164); ",Electrically large problems;fast multipole algorithm (FMA);Fraunhofer far-field condition;Gaussian beam (GB);ray physics;wave physics,Manganese;Complexity theory;Physics;Kernel;Heuristic algorithms;Interpolation;Optimization
P. Ylä-Oijala; M. Kuosmanen; H. Wallén,"Department of Electronics and Nanoengineering, Aalto University, Espoo, Finland; Department of Electronics and Nanoengineering, Aalto University, Espoo, Finland; Department of Electronics and Nanoengineering, Aalto University, Espoo, Finland",2024,,Characteristic mode analysis;computational electromagnetics;integral equations,Eigenvalues and eigenfunctions;Surface impedance;Magnetic resonance imaging;Integral equations;Conductors;Electromagnetics;Electric fields
K. Konno; N. Haga; J. Chakarothai; Q. Chen; N. Nakamoto; T. Takahashi,"Department of Communications Engineering, Graduate School of Engineering, Tohoku University, Sendai, Japan; Department of Electrical and Electronic Information Engineering, Toyohashi University of Technology, Toyohashi, Japan; National Institute of Information and Communications Technology, Koganei, Japan; Department of Communications Engineering, Graduate School of Engineering, Tohoku University, Sendai, Japan; Mitsubishi Electric Corporation, Kamakura, Japan; Mitsubishi Electric Corporation, Kamakura, Japan",2024,JSPS KAKENHI(grant numbers:22K04061); ,Method of moments (MoM);periodic Green’s function,Antenna arrays;Method of moments;Numerical analysis;Numerical models;Green's function methods;Impedance;Computational modeling
D. Tihon; S. N. Jha; M. Bodehou; C. Craeye,"ICTEAM Institute, Université catholique de Louvain (UCLouvain), Ottignies-Louvain-la-Neuve, Belgium; ICTEAM Institute, Université catholique de Louvain (UCLouvain), Ottignies-Louvain-la-Neuve, Belgium; ICTEAM Institute, Université catholique de Louvain (UCLouvain), Ottignies-Louvain-la-Neuve, Belgium; ICTEAM Institute, Université catholique de Louvain (UCLouvain), Ottignies-Louvain-la-Neuve, Belgium",2024,Fonds De La Recherche Scientifique - FNRS; ,Dispersion curves;fast-tracking algorithm;interpolation;iso-frequency contours;macro basis functions (MBFs);metasurface;periodic structures,Impedance;Interpolation;Method of moments;Periodic structures;Dispersion;Surface impedance;Transmission line matrix methods
R. Zhao; M. Dong; L. Chen; J. Hu; H. Bagci,"Division of Computer, Electrical, and Mathematical Science and Engineering, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia; Division of Computer, Electrical, and Mathematical Science and Engineering, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia; Division of Computer, Electrical, and Mathematical Science and Engineering, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia; School of Electronic Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, China; Division of Computer, Electrical, and Mathematical Science and Engineering, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia",2024,"National Natural Science Foundation of China(grant numbers:62271002,62231007); King Abdullah University of Science and Technology (KAUST) Office of Sponsored Research (OSR)(grant numbers:2019-CRG8-4056); ",Boundary integral (BI) equation;electromagnetic scattering;hybridizable discontinuous Galerkin (HDG),Sparse matrices;Method of moments;Mathematical models;Electromagnetic scattering;Finite element analysis;Matrix converters;STEM
L. L. Tóth; A. Amor-Martin; R. Dyczij-Edlinger,"Chair for Electromagnetic Theory, Saarland University, Saarbrücken, Germany; Department of Signal Theory and Communications, Charles III University of Madrid, Madrid, Spain; Chair for Electromagnetic Theory, Saarland University, Saarbrücken, Germany",2024,,Curvilinear;FE method (FEM);finite element (FE) analysis;hierarchical;inhomogeneous;isoparametric;orthogonal polynomial;universal matrix,Measurement;Finite element analysis;Geometry;Jacobian matrices;Nonhomogeneous media;Material properties;Interpolation
A. Amor-Martin; L. E. Garcia-Castillo; L. L. Tóth; O. Floch; R. Dyczij-Edlinger,"Department of Signal Theory and Communications, University Carlos III of Madrid, Leganes, Spain; Department of Signal Theory and Communications, University Carlos III of Madrid, Leganes, Spain; Lehrstuhl für Theoretische Elektrotechnik, Universität des Saarlandes, Saarbrücken, Germany; Lehrstuhl für Theoretische Elektrotechnik, Universität des Saarlandes, Saarbrücken, Germany; Lehrstuhl für Theoretische Elektrotechnik, Universität des Saarlandes, Saarbrücken, Germany",2024,Spanish Government(grant numbers:PID2019-109984RB-C41); Regional Government of Madrid(grant numbers:MIMACUHSPACE-CM-UC3M); ,Domain decomposition method (DDM);finite element method (FEM);method of manufactured solutions (MMS),Finite element analysis;Codes;Convergence;Boundary conditions;Electric fields;Three-dimensional displays;Surface treatment
