Authors,Author Affiliations,Publication Year,Funding Information,Author Keywords,IEEE Terms
J. Wang; Y. Li; J. Wang; L. Ge; M. Chen; Z. Zhang; Z. Li,"College of Computer and Information, Hohai University, Nanjing, China; Institute of Lightwave Technology, Beijing Jiaotong University, Beijing, China; Institute of Lightwave Technology, Beijing Jiaotong University, Beijing, China; College of Electronic Science and Technology, Shenzhen University, Shenzhen, China; Institute of Lightwave Technology, Beijing Jiaotong University, Beijing, China; Institute of Lightwave Technology, Beijing Jiaotong University, Beijing, China; Institute of Lightwave Technology, Beijing Jiaotong University, Beijing, China",2021,National Natural Science Foundation of China(grant numbers:61671052); National Nature Science Foundation of China(grant numbers:61822103); ,Low profile;magneto-electric (ME) monopole;millimeter-wave (mmW);fifth-generation (5G) mobile communications;vertical polarization;wideband,Dipole antennas;Gain;Bandwidth;Magnetoelectric effects;Antenna arrays;Broadband antennas
Z. -B. Zhao; W. -J. Lu; L. Zhu; J. Yu,"Jiangsu Key Laboratory of Wireless Communications, Nanjing University of Posts and Telecommunications, Nanjing, China; Jiangsu Key Laboratory of Wireless Communications, Nanjing University of Posts and Telecommunications, Nanjing, China; Department of Electrical and Computer Engineering, Faculty of Science and Technology, University of Macau, Macau, China; Jiangsu Key Laboratory of Wireless Communications, Nanjing University of Posts and Telecommunications, Nanjing, China",2021,"National Natural Science Foundation of China(grant numbers:61871233,61427801,61471204); Postgraduate Research & Practice Innovation Program of Jiangsu Province(grant numbers:KYCX19_0894); ",2-D sectorial dipole antenna;dual-mode resonance;wide beamwidth;wideband antenna,Broadband antennas;Dipole antennas;Slot antennas;Wideband;Horn antennas;Coaxial cables
R. Montoya Moreno; J. Kurvinen; J. Ala-Laurinaho; A. Khripkov; J. Ilvonen; J. van Wonterghem; V. Viikari,"Department of Electronics and Nanoengineering, School of Electrical Engineering, Aalto University, Espoo, Finland; Department of Electronics and Nanoengineering, School of Electrical Engineering, Aalto University, Espoo, Finland; Department of Electronics and Nanoengineering, School of Electrical Engineering, Aalto University, Espoo, Finland; Huawei Technologies Finland, Helsinki, Finland; Huawei Technologies Finland, Helsinki, Finland; Huawei Technologies Finland, Helsinki, Finland; Department of Electronics and Nanoengineering, School of Electrical Engineering, Aalto University, Espoo, Finland",2021,"Huawei Technologies Finland; Sähkötekniikan Korkeakoulu, Aalto-yliopisto; Tekniikan Edistämissäätiö; Nokia Foundation; ",5G;antenna;beamsteering;endfire antenna array;metallic rim;millimeter-wave (mm-wave) frequencies;mobile phone,Metals;Mobile handsets;Mobile antennas;Antenna arrays;Antenna feeds;Antenna measurements
P. Duy Tung; C. W. Jung,"Graduated School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, South Korea; Graduated School of NID Fusion Technology, Seoul National University of Science and Technology, Seoul, South Korea",2021,Korean government(grant numbers:2016R1D1A1B02012957); ,Dipole antenna;planar antenna;salt water;surface tension;transparent antenna,Surface tension;Dipole antennas;Conductivity;TV;Salinity (geophysical);Resistance
M. A. Campo; G. Carluccio; D. Blanco; O. Litschke; S. Bruni; N. Llombart,"Terahertz Sensing Group, Delft University of Technology, CD Delft, The Netherlands; NXP Semiconductors, AE Eindhoven, The Netherlands; Ericsson AB, Gothenburg, Sweden; IMST GmbH, Kamp-Lintfort, Germany; IMST GmbH, Kamp-Lintfort, Germany; Terahertz Sensing Group, Delft University of Technology, CD Delft, The Netherlands",2021,"European Union through the European Research Council Starting(grant numbers:ERC-2014-StG,LAA-THz-CC 639749); company IMST GmbH, Germany; ",Circular polarization;dielectric gratings;leaky-wave (LW);lens antenna;polarizer;wideband communications,Antennas
A. Valanarasi; R. Dhanasekaran,"Department of ECE, Syed Ammal Engineering College, Ramanathapuram, India; Department of ECE, Saveetha School of Engineering, SIMATS, Chennai, India",2021,,Implantable antenna;industrial;scientific and medical (ISM) band;meandered spiral structure;miniaturized;skin phantom model;wireless medical telemetry services (WMTSs),Resonant frequency;Skin;Spirals;Medical diagnostic imaging;Substrates;Antenna radiation patterns
S. Sarjoghian; Y. Alfadhl; X. Chen; C. G. Parini,"School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, U.K",2021,,3-D printing;abdominal fat;antenna;double-ridged horn;high-dielectric material,Oils;Dielectric measurement;Antenna measurements;Antennas;Fats;Biomedical measurement;Permittivity
Z. Wang; Y. Dong; T. Itoh,"School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, China; Electrical Engineering Department, University of California at Los Angeles, Los Angeles, CA, USA",2021,,Circular polarization;compact antenna;composite right-/left-handed (CRLH);fifth-generation new radio (5G NR);metamaterial-based antenna;split-ring resonator (SRR),Antenna radiation patterns;Broadband antennas;5G mobile communication;Dispersion;Equivalent circuits;Integrated circuit modeling
Y. Dou; K. -L. Wu,"Department of Electronic Engineering, The Chinese University of Hong Kong, Hong Kong; Department of Electronic Engineering, The Chinese University of Hong Kong, Hong Kong",2021,University Grants Committee of Hong Kong(grant numbers:AoE/P-04/08); ,Antenna;antenna couplings;circuit model;radiation efficiency,Integrated circuit modeling;Antenna radiation patterns;Mathematical model;Antenna theory;RLC circuits;Resistance
G. -N. Zhou; B. -H. Sun; Q. -Y. Liang; S. -T. Wu; Y. -H. Yang; Y. -M. Cai,"National Key Laboratory of Science and Technology on Antennas and Microwave, Xidian University, Xi’an, China; National Key Laboratory of Science and Technology on Antennas and Microwave, Xidian University, Xi’an, China; National Key Laboratory of Science and Technology on Antennas and Microwave, Xidian University, Xi’an, China; National Key Laboratory of Science and Technology on Antennas and Microwave, Xidian University, Xi’an, China; National Key Laboratory of Science and Technology on Antennas and Microwave, Xidian University, Xi’an, China; National Key Laboratory of Science and Technology on Antennas and Microwave, Xidian University, Xi’an, China",2021,,Antenna array;dual-polarized antenna;frequency-selective surface (FSS);shared aperture;triband,Antennas
Y. Zhang; B. Dong; G. Yang; D. Yang; S. Zhang,"Shaanxi Key Laboratory of Space Solar Power Station System, Xidian University, Xi’an, China; Shaanxi Key Laboratory of Space Solar Power Station System, Xidian University, Xi’an, China; School of Mechanical and Precision Instrument Engineering, Xi’an University of Technology, Xi’an, China; Shaanxi Key Laboratory of Space Solar Power Station System, Xidian University, Xi’an, China; Shaanxi Key Laboratory of Space Solar Power Station System, Xidian University, Xi’an, China",2021,"National Natural Science Foundation of China(grant numbers:51775404,U1937202); ",Contoured beam synthesis;mesh reflector antennas;pretension optimization;the direct expansion method;three-layer cable net configuration,Reflector antennas;Apertures;Optimization;Shape;Feeds
J. Budhu; A. Grbic,"Electrical and Computer Engineering Department, University of Michigan, Ann Arbor, MI, USA; Electrical and Computer Engineering Department, University of Michigan, Ann Arbor, MI, USA",2021,Army Research Office(grant numbers:W911NF-19-1-0359); Office of Naval Research(grant numbers:N00014-18- 1-2536); ,metasurface;method of moments (MoM);reflectarray antenna;sheet impedance,Impedance;Surface impedance;Integral equations;Density measurement;Power system measurements;Mutual coupling
N. Nakamoto; T. Takahashi; T. Fukasawa; N. Yoneda; H. Miyashita,"Mitsubishi Electric Corporation, Kanagawa, Japan; Mitsubishi Electric Corporation, Kanagawa, Japan; Mitsubishi Electric Corporation, Kanagawa, Japan; Mitsubishi Electric Corporation, Kanagawa, Japan; Mitsubishi Electric Corporation, Kanagawa, Japan",2021,,Antenna array;antenna mode;circulator;phase shifter;radar cross section (RCS);structural mode,Antenna measurements;Radar antennas;Phase shifters;Phased arrays;Circulators
J. Park; M. Choo; S. Jung; D. Choi; J. Choi; W. Hong,"Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, South Korea; Department of Electrical Engineering, Pohang University of Science and Technology (POSTECH), Pohang, South Korea",2021,"Basic Science Research Program through the National Research Foundation of Korea (NRF); Ministry of Education(grant numbers:2019R1A6A3A13096306); Next Generation Engineering Researcher Program of the National Research Foundation of Korea (NRF); Ministry of Science, ICT(grant numbers:2019H1D8A2106519); Institute of Information and Communications Technology Promotion (IITP) Grant; Korean Government (MSIT)(grant numbers:2018-0-00733); ",Block cell antenna (BCA);millimeter-wave (mmWave) antenna;reconfigurable antenna (RA),Computer architecture;5G mobile communication;Antenna radiation patterns;Current distribution;Feeds;Microprocessors
L. Gu; Y. -W. Zhao; Z. -P. Zhang; L. -F. Wu; Q. -M. Cai; R. -R. Zhang; J. Hu,"School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information Engineering, Southwest University of Science and Technology, Mianyang, China; Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA; School of Electronic Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",2021,"National Natural Science Foundation of China(grant numbers:61371050,61801406); Foundation for Innovative Research Groups of NSFC(grant numbers:61721001); ",Adaptive learning;iterative Fourier technique (IFT);planar array thinning;probability density taper,Optimization;Fourier transforms;Planar arrays;Adaptive learning;Probability;Iterative methods
Á. Palomares-Caballero; A. Alex-Amor; J. Valenzuela-Valdés; P. Padilla,"Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain; Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain; Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain; Department of Signal Theory, Telematics and Communications, Universidad de Granada, Granada, Spain",2021,"Spanish Program of Research, Development, and Innovation(grant numbers:TIN2016-75097-P,RTI2018-102002-A-I00,EQC2018-004988-P); “Junta de Andalucía”(grant numbers:B-TIC-402-UGR18,P18.RT.4830); Predoctoral(grant numbers:FPU18/01965); ",Aperture antenna array;gap-waveguide technology;millimeter-wave;stereolithography (SLA),Antenna arrays;Aperture antennas;Millimeter wave technology;Waveguide discontinuities;Periodic structures
X. Pan; F. Yang; S. Xu; M. Li,"Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing, China",2021,National Key Research and Development Program of China(grant numbers:2018YFB1801603); ,Aperture efficiency;p-i-n diode;monopulse antenna;reconfigurable antenna;reflectarray antenna,PIN photodiodes;Field programmable gate arrays;Feeds;Antennas;Control systems;Phase measurement;Switches
